time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO,rho_new,rho_redeposit,WindSpeed,Pressure,RH,Ts_surface,Melt_rate,G,estimated_albedo,Tsub_est,Lnet,Snet,QM,Sublimation,U10,V10,BDOT_new
2016-08-20 01:00:00,0.000,113.089,245.843,233.653,113.490,-4.870,0.000,0.000,0.800,30.000,393.417,9.963,83840.538,49.004,240.464,0.000,13.716,0.849,257.895,-74.224,0.000,0.000,0.002,-8.264,-3.549,0.000
2016-08-20 02:00:00,0.000,113.021,246.243,233.197,117.504,-3.883,0.000,0.000,0.800,30.000,383.946,9.379,83840.795,49.596,240.517,0.000,13.300,0.849,258.095,-74.458,0.000,0.000,0.002,-7.952,-3.028,0.000
2016-08-20 03:00:00,0.000,114.119,246.343,232.915,115.817,-3.932,0.000,0.000,0.800,30.000,378.354,9.050,83857.305,48.703,240.510,0.000,13.041,0.849,258.145,-73.336,0.000,0.000,0.002,-7.868,-2.436,0.000
2016-08-20 04:00:00,0.000,113.700,246.043,232.785,114.431,-4.421,0.000,0.000,0.800,30.000,375.239,8.872,83850.597,46.806,240.180,0.000,13.005,0.849,257.995,-72.729,0.000,0.000,0.002,-7.828,-2.036,0.000
2016-08-20 05:00:00,0.000,113.635,246.043,232.752,114.531,-5.271,0.000,0.000,0.800,30.000,375.142,8.867,83875.572,44.643,240.173,0.000,13.005,0.849,257.995,-72.774,0.000,0.000,0.002,-7.847,-1.944,0.000
2016-08-20 06:00:00,0.408,114.229,246.143,232.891,114.347,-5.459,0.000,0.000,0.800,30.000,376.379,8.937,83880.765,44.676,240.322,0.000,13.000,0.849,258.045,-72.641,0.061,0.000,0.003,-7.905,-1.951,0.000
2016-08-20 07:00:00,20.055,114.322,246.743,233.547,112.604,-6.634,0.000,0.000,0.800,30.000,377.954,9.027,83899.138,43.624,241.049,0.000,12.769,0.849,258.345,-74.821,3.023,0.000,0.003,-7.921,-2.187,0.000
2016-08-20 08:00:00,63.465,112.104,246.343,234.134,102.486,-7.497,0.000,0.000,0.800,30.000,377.467,8.999,83899.400,43.491,241.134,0.000,12.533,0.849,258.145,-77.307,9.567,0.000,0.004,-7.823,-2.436,0.000
2016-08-20 09:00:00,98.182,111.415,245.843,234.499,91.788,-7.932,0.000,0.000,0.800,30.000,375.033,8.861,83916.864,43.739,241.095,0.000,12.254,0.849,257.895,-77.872,14.800,0.000,0.004,-7.617,-2.692,0.000
2016-08-20 10:00:00,101.383,110.533,246.043,235.027,92.960,-7.973,0.000,0.000,0.800,30.000,379.851,9.137,83940.997,44.643,241.328,0.000,12.400,0.849,257.995,-79.488,15.286,0.000,0.004,-7.513,-3.547,0.000
2016-08-20 11:00:00,71.350,112.857,246.243,234.288,97.411,-6.480,0.000,0.000,0.800,30.000,364.932,8.308,83916.919,43.872,240.913,0.000,12.012,0.849,258.095,-75.859,10.753,0.000,0.003,-6.851,-3.334,0.000
2016-08-20 12:00:00,27.011,113.644,246.443,233.208,107.690,-5.396,0.000,0.000,0.800,30.000,359.635,8.032,83911.561,42.709,240.393,0.000,12.164,0.849,258.195,-73.446,4.069,0.000,0.002,-6.770,-2.964,0.000
2016-08-20 13:00:00,0.000,115.411,246.943,232.351,114.324,-3.191,0.000,0.000,0.800,30.000,357.494,7.923,83939.495,46.659,240.449,0.000,12.181,0.849,258.445,-71.855,0.000,0.000,0.001,-6.813,-2.624,0.000
2016-08-20 14:00:00,0.000,115.067,246.143,232.046,110.700,-2.712,0.000,0.000,0.800,30.000,355.254,7.810,83928.657,47.731,239.785,0.000,12.237,0.849,258.045,-70.140,0.000,0.000,0.001,-6.828,-2.308,0.000
2016-08-20 15:00:00,0.000,114.296,245.843,232.017,110.550,-3.011,0.000,0.000,0.800,30.000,357.445,7.920,83934.870,47.185,239.579,0.000,12.394,0.849,257.895,-70.277,0.000,0.000,0.001,-6.952,-2.222,0.000
2016-08-20 16:00:00,0.000,113.691,245.743,231.861,111.144,-4.055,0.000,0.000,0.800,30.000,359.745,8.037,83953.202,44.544,239.532,0.000,12.518,0.849,257.845,-70.736,0.000,0.000,0.002,-7.098,-2.079,0.000
2016-08-20 17:00:00,0.000,113.926,245.143,231.781,108.079,-2.394,0.000,0.000,0.800,30.000,360.377,8.070,83920.609,49.715,239.130,0.000,12.623,0.850,257.546,-69.264,0.000,0.000,0.001,-7.148,-2.002,0.000
2016-08-20 18:00:00,0.000,114.064,245.043,231.858,107.960,-3.066,0.000,0.000,0.800,30.000,365.045,8.314,83907.598,48.747,239.194,0.000,12.800,0.849,257.496,-69.323,0.000,0.000,0.001,-7.336,-2.079,0.000
2016-08-20 19:00:00,0.000,111.670,244.543,232.055,108.946,-2.935,0.000,0.000,0.800,30.000,367.951,8.469,83888.712,49.052,238.750,0.000,13.097,0.850,257.246,-70.359,0.000,0.000,0.001,-7.399,-2.320,0.000
2016-08-20 20:00:00,0.000,110.718,243.743,232.202,106.396,-3.126,0.000,0.000,0.800,30.000,367.765,8.459,83895.481,48.326,238.093,0.000,13.269,0.850,256.846,-69.315,0.000,0.000,0.001,-7.294,-2.607,0.000
2016-08-20 21:00:00,0.000,108.349,242.743,232.066,104.373,1.524,0.000,0.000,0.800,30.000,363.673,8.241,83858.585,63.490,237.086,0.000,13.392,0.850,256.346,-68.659,0.000,0.000,0.000,-7.027,-2.803,0.000
2016-08-20 22:00:00,0.000,108.261,243.343,231.633,106.644,-1.207,0.000,0.000,0.800,30.000,357.302,7.913,83883.580,52.062,237.344,0.000,13.053,0.850,256.646,-69.517,0.000,0.000,0.001,-6.880,-2.417,0.000
2016-08-20 23:00:00,0.000,109.925,243.643,231.876,92.849,8.067,0.000,0.000,0.800,150.000,364.939,8.308,83885.086,88.481,238.604,0.000,23.583,0.850,256.796,-71.661,0.000,0.000,0.000,-7.268,-2.292,0.000
2016-08-21 00:00:00,0.000,110.112,242.852,231.990,102.724,2.891,0.000,0.000,0.800,30.000,365.781,8.353,83789.007,69.028,237.340,0.000,13.373,0.850,256.400,-67.655,0.000,0.000,0.000,-7.253,-2.456,0.000
2016-08-21 01:00:00,0.000,112.526,243.443,232.007,102.357,1.217,0.000,0.000,0.800,30.000,365.422,8.334,83810.048,63.073,237.926,0.000,13.149,0.850,256.696,-67.005,0.000,0.000,0.000,-7.154,-2.685,0.000
2016-08-21 02:00:00,0.000,112.594,243.243,231.879,100.791,1.289,0.000,0.000,0.800,30.000,360.261,8.064,83757.944,63.020,237.647,0.000,12.982,0.850,256.596,-66.094,0.000,0.000,0.000,-6.877,-2.779,0.000
2016-08-21 03:00:00,0.000,112.403,242.143,231.921,96.004,0.166,0.000,0.000,0.800,30.000,359.922,8.046,83758.076,60.352,236.815,0.000,13.156,0.850,256.046,-63.797,0.000,0.000,0.000,-6.827,-2.864,0.000
2016-08-21 04:00:00,0.000,114.195,243.243,231.961,98.927,-2.695,0.000,0.000,0.800,30.000,362.300,8.169,83739.829,50.061,237.808,0.000,12.986,0.850,256.596,-64.978,0.000,0.000,0.001,-6.971,-2.781,0.000
2016-08-21 05:00:00,0.000,114.593,242.743,232.154,96.478,4.920,0.000,0.000,0.800,30.000,366.618,8.397,83705.056,78.243,237.574,0.000,13.217,0.850,256.346,-63.877,0.000,0.000,0.000,-7.130,-2.893,0.000
2016-08-21 06:00:00,0.750,114.847,242.843,232.424,96.675,-1.952,0.000,0.000,0.800,30.000,369.335,8.544,83700.556,54.472,237.742,0.000,13.286,0.850,256.396,-64.126,0.113,0.000,0.001,-7.219,-2.997,0.000
2016-08-21 07:00:00,23.862,112.150,241.943,233.158,90.074,-2.235,0.000,0.000,0.800,30.000,369.534,8.555,83697.460,54.725,237.201,0.000,13.362,0.850,255.946,-65.201,3.587,0.000,0.001,-7.154,-3.171,0.000
2016-08-21 08:00:00,70.120,107.064,241.143,233.720,80.936,1.370,0.000,0.000,0.800,30.000,370.329,8.599,83675.316,71.509,236.890,0.000,13.343,0.850,255.546,-69.359,10.540,0.000,0.000,-7.119,-3.335,0.000
2016-08-21 09:00:00,106.410,106.620,240.743,234.040,70.668,-0.663,0.000,0.000,0.800,30.000,371.207,8.647,83689.192,66.737,237.046,0.000,13.136,0.850,255.346,-70.270,15.996,0.000,0.000,-7.143,-3.377,0.000
2016-08-21 10:00:00,109.509,108.305,241.743,234.172,72.778,-2.646,0.000,0.000,0.800,30.000,375.271,8.874,83653.436,59.658,238.013,0.000,13.020,0.850,255.846,-71.487,16.470,0.000,0.001,-6.994,-4.064,0.000
2016-08-21 11:00:00,77.941,105.968,240.043,233.411,73.821,-0.894,0.000,0.000,0.800,30.000,369.005,8.526,83679.739,63.381,236.070,0.000,13.461,0.850,254.996,-68.025,11.712,0.000,0.000,-7.015,-3.414,0.000
2016-08-21 12:00:00,31.069,114.693,244.543,233.071,98.213,-5.328,0.000,0.000,0.800,30.000,378.969,9.086,83642.881,47.665,239.602,0.000,13.079,0.849,257.246,-69.949,4.677,0.000,0.002,-7.769,-2.822,0.000
2016-08-21 13:00:00,0.879,107.828,240.543,232.789,96.810,-1.242,0.000,0.000,0.800,30.000,391.482,9.841,83594.801,59.897,236.092,0.000,14.950,0.850,255.246,-66.231,0.132,0.000,0.001,-8.553,-2.433,0.000
2016-08-21 14:00:00,0.000,118.641,245.243,233.035,107.521,-7.905,0.000,0.000,0.800,30.000,400.911,10.451,83567.626,45.667,240.490,0.000,13.898,0.849,257.596,-68.754,0.000,0.000,0.004,-9.097,-2.363,0.000
2016-08-21 15:00:00,0.000,117.154,244.743,233.166,107.057,-7.375,0.000,0.000,0.800,30.000,403.437,10.620,83489.524,46.827,240.086,0.000,14.180,0.849,257.346,-68.984,0.000,0.000,0.004,-9.168,-2.638,0.000
2016-08-21 16:00:00,0.000,117.588,245.543,233.284,110.636,-9.332,0.000,0.000,0.800,30.000,403.076,10.596,83495.925,42.815,240.709,0.000,13.974,0.849,257.745,-70.490,0.000,0.000,0.004,-9.064,-2.908,0.000
2016-08-21 17:00:00,0.000,116.449,244.643,233.527,107.797,-7.799,0.000,0.000,0.800,30.000,406.734,10.846,83428.599,46.348,240.044,0.000,14.386,0.849,257.296,-69.560,0.000,0.000,0.004,-9.218,-3.104,0.000
2016-08-21 18:00:00,0.000,110.244,241.643,233.989,100.965,-4.726,0.000,0.000,0.800,30.000,413.441,11.320,83366.023,53.057,237.546,0.000,15.707,0.850,255.796,-68.141,0.000,0.000,0.002,-9.556,-3.332,0.000
2016-08-21 19:00:00,0.000,112.610,243.943,234.617,110.792,-9.821,0.000,0.000,0.800,30.000,422.112,11.964,83334.112,43.946,239.643,0.000,15.558,0.849,256.946,-72.158,0.000,0.000,0.005,-10.036,-3.575,0.000
2016-08-21 20:00:00,0.000,108.730,242.843,235.291,110.976,-6.567,0.000,0.000,0.800,30.000,432.983,12.823,83303.494,52.409,238.827,0.000,16.766,0.850,256.396,-73.536,0.000,0.000,0.003,-10.697,-3.844,0.000
2016-08-21 21:00:00,0.000,105.348,240.743,235.739,104.502,-4.954,0.000,0.000,0.800,30.000,439.752,13.389,83254.985,56.533,237.139,0.000,18.070,0.850,255.346,-71.819,0.000,0.000,0.002,-11.143,-3.992,0.000
2016-08-21 22:00:00,0.000,107.787,243.143,235.587,115.545,-7.285,0.000,0.000,0.800,30.000,452.617,14.534,83113.898,55.091,239.425,0.000,18.356,0.849,256.546,-76.309,0.000,0.000,0.004,-12.232,-3.726,0.000
2016-08-21 23:00:00,0.000,106.876,242.543,236.087,113.746,-7.294,0.000,0.000,0.800,30.000,458.567,15.096,83081.704,55.980,239.021,0.000,19.145,0.850,256.246,-75.980,0.000,0.000,0.004,-12.658,-3.927,0.000
2016-08-22 00:00:00,0.000,114.705,246.711,236.382,129.845,-12.154,0.000,0.000,0.800,30.000,462.951,15.524,83050.915,52.198,242.737,0.000,17.794,0.849,258.329,-79.792,0.000,0.000,0.006,-13.008,-3.998,0.000
2016-08-22 01:00:00,0.000,110.929,245.043,236.715,124.584,-16.899,0.000,0.000,0.800,30.000,466.798,15.910,83014.650,43.891,241.340,0.000,18.864,0.849,257.496,-79.130,0.000,0.000,0.008,-13.285,-4.184,0.000
2016-08-22 02:00:00,0.000,111.606,245.843,237.045,129.371,-17.045,0.000,0.000,0.800,30.000,470.720,16.313,82944.939,45.864,242.077,0.000,18.905,0.849,257.895,-80.784,0.000,0.000,0.008,-13.554,-4.442,0.000
2016-08-22 03:00:00,0.000,108.820,244.743,237.560,127.181,-15.553,0.000,0.000,0.800,30.000,479.753,17.280,82925.662,48.650,241.256,0.000,20.259,0.849,257.346,-80.974,0.000,0.000,0.008,-14.378,-4.499,0.000
2016-08-22 04:00:00,0.000,110.806,245.643,238.185,132.861,-20.471,0.000,0.000,0.800,30.000,492.267,18.716,82899.310,46.676,242.261,0.000,20.960,0.849,257.795,-82.171,0.000,0.000,0.010,-15.450,-5.060,0.000
2016-08-22 05:00:00,0.000,109.381,244.943,238.416,131.228,-18.523,0.000,0.000,0.800,30.000,500.126,19.678,82895.488,50.125,241.771,0.000,22.043,0.849,257.446,-82.039,0.000,0.000,0.009,-16.155,-5.470,0.000
2016-08-22 06:00:00,1.279,110.810,245.143,238.595,131.841,-22.251,0.000,0.000,0.800,30.000,507.011,20.561,82899.653,47.860,242.088,0.000,22.511,0.849,257.546,-81.616,0.193,0.000,0.011,-16.851,-5.700,0.000
2016-08-22 07:00:00,26.803,122.124,246.643,239.223,123.410,-32.527,0.000,0.000,0.800,30.000,512.632,21.312,82875.935,43.591,243.861,0.000,21.612,0.849,258.295,-75.999,4.055,0.000,0.016,-17.451,-5.869,0.000
2016-08-22 08:00:00,67.730,131.467,247.543,240.056,109.516,-36.505,0.000,0.003,0.800,30.000,515.509,21.706,82855.241,45.560,245.108,0.000,20.703,0.848,258.745,-70.742,10.271,0.000,0.018,-17.708,-6.130,0.000
2016-08-22 09:00:00,84.346,156.183,246.543,241.161,66.202,-36.625,0.000,0.013,0.800,30.000,516.723,21.875,82842.293,49.691,245.084,0.000,20.098,0.848,258.245,-45.944,12.790,0.000,0.018,-17.788,-6.324,0.001
2016-08-22 10:00:00,78.740,174.614,247.643,241.683,54.708,-42.483,0.000,0.027,0.800,30.000,517.832,22.031,82833.437,50.039,246.439,0.000,18.968,0.848,258.795,-32.022,11.980,0.000,0.021,-17.870,-6.478,0.003
2016-08-22 11:00:00,54.352,186.134,249.443,242.032,63.128,-32.024,0.000,0.033,0.800,30.000,517.329,21.960,82764.099,62.344,248.039,0.000,17.851,0.847,259.695,-25.920,8.313,0.000,0.016,-17.775,-6.565,0.003
2016-08-22 12:00:00,21.813,195.161,250.343,242.138,68.349,-35.782,0.000,0.036,0.800,30.000,516.259,21.811,82809.335,60.379,248.808,0.000,17.273,0.847,260.145,-19.536,3.347,0.000,0.018,-17.646,-6.558,0.004
2016-08-22 13:00:00,1.178,197.712,251.843,241.983,83.638,-34.308,0.000,0.030,0.800,30.000,513.234,21.394,82811.155,61.324,249.919,0.000,16.482,0.846,260.895,-20.846,0.182,0.000,0.017,-17.345,-6.376,0.003
2016-08-22 14:00:00,0.000,187.594,254.343,241.488,119.187,-10.667,0.000,0.017,0.800,30.000,510.491,21.023,82788.680,72.344,251.533,0.000,15.723,0.844,262.145,-36.664,0.000,0.000,0.006,-17.106,-6.131,0.002
2016-08-22 15:00:00,0.000,186.617,254.543,241.459,118.859,-5.258,0.000,0.014,0.800,58.575,506.714,20.522,82781.840,74.893,251.671,0.000,16.704,0.844,262.245,-38.135,0.000,0.000,0.003,-16.704,-6.021,0.001
2016-08-22 16:00:00,0.000,195.452,254.543,241.499,107.575,-7.669,0.000,0.034,0.800,54.612,503.221,20.070,82811.155,74.893,251.885,0.000,15.705,0.844,262.245,-30.064,0.000,0.000,0.004,-16.399,-5.761,0.003
2016-08-22 17:00:00,0.000,213.521,255.043,241.877,90.193,-11.860,0.000,0.094,0.800,51.432,497.814,19.390,82814.290,74.986,252.729,0.000,13.958,0.843,262.495,-15.035,0.000,0.000,0.006,-15.889,-5.507,0.009
2016-08-22 18:00:00,0.000,215.824,254.743,242.088,82.611,-17.920,0.000,0.124,0.800,30.000,492.465,18.739,82843.359,71.811,252.553,0.000,13.226,0.843,262.345,-12.095,0.000,0.000,0.009,-15.339,-5.444,0.012
2016-08-22 19:00:00,0.000,212.761,254.943,242.127,85.180,-18.696,0.000,0.080,0.800,30.000,486.314,18.018,82849.283,70.041,252.595,0.000,12.867,0.843,262.445,-15.310,0.000,0.000,0.010,-14.737,-5.350,0.008
2016-08-22 20:00:00,0.000,211.807,254.443,242.099,68.210,9.593,0.000,0.073,0.800,150.000,476.613,16.937,82849.705,90.173,252.445,0.000,20.528,0.843,262.195,-15.722,0.000,0.000,0.000,-13.935,-4.929,0.007
2016-08-22 21:00:00,0.000,211.027,254.443,242.099,65.664,12.661,0.000,0.074,0.800,150.000,467.619,15.993,82878.347,92.468,252.408,0.000,19.971,0.843,262.195,-16.369,0.000,0.000,0.000,-13.197,-4.665,0.007
2016-08-22 22:00:00,0.000,215.447,254.743,241.831,62.463,7.838,0.000,0.083,0.800,150.000,464.394,15.667,82800.309,89.443,252.763,0.000,19.330,0.842,262.345,-13.230,0.000,0.000,0.000,-12.850,-4.829,0.008
2016-08-22 23:00:00,0.000,214.384,254.443,241.778,57.500,7.804,0.000,0.090,0.800,150.000,454.275,14.688,82820.405,90.173,252.502,0.000,18.844,0.843,262.195,-13.352,0.000,0.000,0.000,-11.984,-4.813,0.009
2016-08-23 00:00:00,0.000,215.671,254.054,241.610,48.969,2.899,0.000,0.097,0.800,150.000,441.437,13.533,82851.292,87.679,252.264,0.000,18.108,0.843,262.045,-11.206,0.000,0.000,0.000,-11.144,-4.333,0.010
2016-08-23 01:00:00,0.000,216.896,254.643,241.713,49.630,8.539,0.000,0.097,0.800,150.000,431.365,12.691,82900.073,91.710,252.708,0.000,17.050,0.843,262.295,-11.583,0.000,0.000,0.000,-10.544,-3.946,0.056
2016-08-23 02:00:00,0.000,216.703,254.343,241.742,45.002,5.725,0.000,0.088,0.800,150.000,423.006,12.032,82892.946,90.165,252.481,0.000,16.601,0.843,262.145,-10.957,0.000,0.000,0.000,-9.984,-3.878,0.101
2016-08-23 03:00:00,0.000,212.235,254.243,241.679,47.417,5.947,0.000,0.082,0.800,150.000,415.685,11.483,82933.050,89.403,252.208,0.000,16.437,0.843,262.082,-14.441,0.000,0.000,0.000,-9.483,-3.904,0.125
2016-08-23 04:00:00,0.000,214.857,254.143,241.612,43.197,4.086,0.000,0.074,0.800,150.000,412.179,11.229,82963.198,88.645,252.248,0.000,16.060,0.843,262.045,-11.962,0.000,0.000,0.000,-9.151,-4.140,0.124
2016-08-23 05:00:00,0.000,212.778,254.243,241.592,45.289,2.816,0.000,0.062,0.800,150.000,408.800,10.990,82998.448,86.442,252.216,0.000,15.932,0.843,262.082,-13.924,0.000,0.000,0.000,-8.851,-4.312,0.111
2016-08-23 06:00:00,1.243,213.589,254.343,241.442,46.350,-0.036,0.000,0.046,0.800,118.605,405.964,10.793,83013.014,82.880,252.232,0.000,13.748,0.843,262.145,-13.171,0.195,0.000,0.000,-8.631,-4.386,0.087
2016-08-23 07:00:00,20.123,207.528,254.243,241.699,45.776,1.160,0.000,0.041,0.800,150.000,405.338,10.750,83044.166,84.280,252.151,0.000,15.787,0.843,262.082,-18.942,3.152,0.000,0.000,-8.553,-4.460,0.077
2016-08-23 08:00:00,52.264,208.671,254.243,241.777,44.964,-3.906,0.000,0.034,0.800,30.000,402.140,10.533,83065.891,78.757,252.147,0.000,8.116,0.843,262.082,-17.786,8.187,0.000,0.002,-8.479,-4.209,0.068
2016-08-23 09:00:00,77.471,202.113,253.743,241.807,42.484,-3.503,0.000,0.026,0.800,57.688,404.141,10.668,83087.099,80.030,251.790,0.000,9.424,0.844,261.845,-23.062,12.100,0.000,0.002,-8.723,-3.957,0.051
2016-08-23 10:00:00,80.866,196.152,253.543,242.050,40.967,0.683,0.000,0.017,0.800,150.000,409.401,11.032,83152.674,85.638,251.722,0.000,16.229,0.844,261.745,-28.781,12.624,0.000,0.000,-9.227,-3.535,0.029
2016-08-23 11:00:00,61.099,190.294,253.243,241.635,49.214,3.522,0.000,0.007,0.800,150.000,410.441,11.106,83129.071,86.337,251.076,0.000,17.111,0.845,261.595,-32.340,9.494,0.000,0.000,-9.214,-3.734,0.013
2016-08-23 12:00:00,27.395,185.780,253.343,241.042,65.325,3.591,0.000,0.003,0.800,118.808,415.172,11.446,83167.331,82.045,250.562,0.000,15.953,0.845,261.645,-35.035,4.242,0.000,0.000,-9.517,-3.737,0.004
2016-08-23 13:00:00,2.272,168.524,253.043,240.609,85.832,9.453,0.000,0.001,0.800,150.000,420.986,11.878,83149.053,83.418,249.537,0.000,20.367,0.846,261.495,-48.700,0.350,0.000,0.000,-9.893,-3.759,0.001
2016-08-23 14:00:00,0.000,158.873,254.343,240.153,118.954,2.159,0.000,0.001,0.800,30.000,427.783,12.405,83138.389,68.723,249.689,0.000,11.546,0.846,262.145,-58.881,0.000,0.000,0.000,-10.349,-3.785,0.001
2016-08-23 15:00:00,0.000,152.226,253.443,239.261,122.451,6.872,0.000,0.000,0.800,30.000,434.662,12.961,83117.987,73.413,248.862,0.000,12.365,0.847,261.695,-62.659,0.000,0.000,0.000,-10.929,-3.520,0.000
2016-08-23 16:00:00,0.000,140.822,253.043,238.627,133.208,5.055,0.000,0.000,0.800,30.000,441.817,13.566,83094.292,70.232,248.221,0.000,13.337,0.847,261.495,-71.855,0.000,0.000,0.000,-11.613,-2.960,0.000
2016-08-23 17:00:00,0.000,140.831,252.843,238.037,131.803,1.548,0.000,0.000,0.800,30.000,441.741,13.560,83064.968,67.205,248.071,0.000,13.381,0.847,261.395,-71.333,0.000,0.000,0.000,-11.691,-2.609,0.000
2016-08-23 18:00:00,0.000,138.943,252.643,237.757,133.285,0.338,0.000,0.000,0.800,30.000,437.652,13.211,83036.047,65.423,247.768,0.000,13.262,0.847,261.295,-72.187,0.000,0.000,0.000,-11.401,-2.579,0.000
2016-08-23 19:00:00,0.000,134.268,252.243,237.548,135.377,3.410,0.000,0.000,0.800,30.000,434.761,12.969,83047.294,67.653,247.217,0.000,13.380,0.847,261.095,-74.991,0.000,0.000,0.000,-11.199,-2.564,0.000
2016-08-23 20:00:00,0.000,133.487,252.043,237.278,134.693,6.226,0.000,0.000,0.800,30.000,433.755,12.886,83013.422,70.629,247.013,0.000,13.370,0.848,260.961,-75.081,0.000,0.000,0.000,-11.145,-2.492,0.000
2016-08-23 21:00:00,0.000,132.641,251.843,237.018,133.090,1.506,0.000,0.000,0.800,30.000,429.093,12.509,83001.352,65.227,246.733,0.000,13.223,0.848,260.895,-74.984,0.000,0.000,0.000,-10.840,-2.420,0.000
2016-08-23 22:00:00,0.000,131.230,251.043,237.128,129.148,1.896,0.000,0.000,0.800,30.000,427.139,12.354,82923.721,66.192,246.034,0.000,13.358,0.848,260.495,-74.050,0.000,0.000,0.000,-10.695,-2.478,0.000
2016-08-23 23:00:00,0.000,138.180,251.843,236.915,123.799,2.216,0.000,0.000,0.800,30.000,418.541,11.694,83010.806,66.384,246.771,0.000,12.468,0.848,260.895,-69.571,0.000,0.000,0.000,-10.108,-2.574,0.000
2016-08-24 00:00:00,0.000,146.532,252.587,237.094,117.230,-0.579,0.000,0.000,0.800,30.000,413.534,11.327,82939.443,63.850,247.612,0.000,11.782,0.847,261.295,-64.066,0.000,0.000,0.000,-9.843,-2.375,0.000
2016-08-24 01:00:00,0.000,144.743,252.143,236.709,115.338,-1.746,0.000,0.000,0.800,30.000,408.679,10.982,82928.965,61.947,247.111,0.000,11.725,0.848,261.045,-64.155,0.000,0.000,0.001,-9.617,-2.082,0.000
2016-08-24 02:00:00,0.000,139.818,251.443,236.240,115.489,0.772,0.000,0.000,0.800,30.000,402.910,10.585,82910.214,63.988,246.242,0.000,11.847,0.848,260.695,-66.159,0.000,0.000,0.000,-9.340,-1.789,0.000
2016-08-24 03:00:00,0.000,139.826,251.643,236.094,116.075,-1.282,0.000,0.000,0.800,30.000,400.591,10.429,82904.324,60.731,246.340,0.000,11.728,0.848,260.795,-66.478,0.000,0.000,0.001,-9.239,-1.630,0.000
2016-08-24 04:00:00,0.000,141.789,252.043,236.026,115.947,-4.390,0.000,0.000,0.800,30.000,399.645,10.367,82938.050,56.683,246.710,0.000,11.515,0.848,260.961,-65.756,0.000,0.000,0.002,-9.197,-1.565,0.000
2016-08-24 05:00:00,0.000,140.397,252.743,235.958,117.785,0.941,0.000,0.000,0.800,30.000,397.845,10.248,82944.282,62.104,247.104,0.000,11.418,0.848,261.345,-68.479,0.000,0.000,0.000,-9.093,-1.588,0.000
2016-08-24 06:00:00,2.844,142.052,253.943,236.179,123.674,1.407,0.000,0.000,0.800,30.000,395.261,10.081,82957.558,61.342,248.019,0.000,11.043,0.847,261.945,-69.934,0.435,0.000,0.000,-8.904,-1.838,0.000
2016-08-24 07:00:00,36.729,142.872,254.143,236.602,115.115,-1.174,0.000,0.000,0.800,30.000,387.119,9.571,82992.705,59.303,248.392,0.000,10.466,0.847,262.045,-70.392,5.625,0.000,0.000,-8.435,-1.998,0.000
2016-08-24 08:00:00,91.358,142.177,254.043,237.137,101.319,-1.841,0.000,0.000,0.800,30.000,380.149,9.154,83024.370,60.839,248.752,0.000,9.865,0.847,261.995,-72.326,14.014,0.000,0.001,-8.052,-2.105,0.000
2016-08-24 09:00:00,131.839,145.656,255.443,237.388,96.028,-4.601,0.000,0.000,0.800,30.000,377.374,8.994,83036.941,59.145,250.309,0.000,9.122,0.845,262.695,-74.270,20.385,0.000,0.002,-7.976,-1.859,0.000
2016-08-24 10:00:00,134.765,144.979,255.043,238.224,93.672,2.299,0.000,0.000,0.800,30.000,386.198,9.515,83086.490,68.295,250.169,0.000,9.413,0.846,262.495,-74.455,20.821,0.000,0.000,-8.328,-2.232,0.000
2016-08-24 11:00:00,97.880,148.239,255.943,238.329,104.993,5.433,0.000,0.000,0.800,30.000,382.555,9.296,83046.713,68.497,250.502,0.000,9.361,0.845,262.945,-72.367,15.152,0.000,0.000,-8.188,-2.047,0.000
2016-08-24 12:00:00,44.114,148.602,255.843,238.067,116.424,8.000,0.000,0.000,0.800,30.000,384.077,9.387,83079.684,68.475,249.899,0.000,9.838,0.846,262.895,-69.886,6.805,0.000,0.000,-8.345,-1.699,0.000
2016-08-24 13:00:00,4.507,148.275,255.343,237.237,123.306,7.908,0.000,0.000,0.800,30.000,386.421,9.528,83038.276,67.209,249.156,0.000,10.310,0.846,262.645,-67.627,0.693,0.000,0.000,-8.524,-1.368,0.000
2016-08-24 14:00:00,0.000,148.582,254.643,236.682,120.147,11.349,0.000,0.000,0.800,30.000,387.914,9.619,83029.595,72.405,248.669,0.000,10.479,0.847,262.295,-65.638,0.000,0.000,0.000,-8.658,-0.938,0.000
2016-08-24 15:00:00,0.000,148.262,254.443,236.526,119.238,13.751,0.000,0.000,0.800,30.000,387.418,9.589,83027.362,75.514,248.502,0.000,10.509,0.847,262.195,-65.381,0.000,0.000,0.000,-8.676,-0.382,0.000
2016-08-24 16:00:00,0.000,148.333,254.443,236.351,119.824,13.119,0.000,0.000,0.800,30.000,390.045,9.751,83019.315,74.874,248.561,0.000,10.578,0.847,262.195,-65.514,0.000,0.000,0.000,-8.818,0.040,0.000
2016-08-24 17:00:00,0.000,149.186,254.443,236.281,117.293,12.433,0.000,0.000,0.800,30.000,396.224,10.143,82965.074,74.874,248.733,0.000,10.719,0.847,262.195,-65.252,0.000,0.000,0.000,-9.139,0.302,0.000
2016-08-24 18:00:00,0.000,142.815,252.343,236.110,105.745,14.275,0.000,0.000,0.800,150.000,404.229,10.674,82870.786,83.328,247.586,0.000,21.444,0.847,261.145,-67.696,0.000,0.000,0.000,-9.577,0.372,0.000
