time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO,rho_new,rho_redeposit,WindSpeed,Pressure,RH,Ts_surface,Melt_rate,G,estimated_albedo,Tsub_est,Lnet,Snet,QM,Sublimation,U10,V10,BDOT_new
2016-01-01 00:00:00,46.547,162.541,263.451,246.812,160.428,20.789,0.000,0.000,0.800,30.000,414.215,11.376,83435.543,66.603,256.299,0.000,8.984,0.835,266.699,-79.204,7.678,0.000,0.000,-9.971,-1.987,0.000
2016-01-01 01:00:00,127.531,161.105,262.543,247.228,142.439,-14.978,0.000,0.000,0.800,30.000,413.117,11.297,83497.255,52.732,256.322,0.000,8.526,0.835,266.245,-80.726,21.046,0.000,0.007,-9.892,-2.043,0.000
2016-01-01 02:00:00,225.273,157.223,261.143,247.834,114.353,-18.471,0.000,0.000,0.800,30.000,409.885,11.066,83553.815,54.977,256.048,0.000,8.035,0.836,265.545,-83.577,37.001,0.000,0.009,-9.692,-2.064,0.000
2016-01-01 03:00:00,327.531,156.323,260.743,248.558,89.734,-12.944,0.000,0.000,0.800,30.000,405.596,10.768,83592.616,63.077,256.623,0.000,7.235,0.834,265.345,-86.646,54.345,0.000,0.006,-9.458,-1.974,0.000
2016-01-01 04:00:00,439.012,158.760,261.543,249.367,70.493,-27.847,0.000,0.000,0.800,30.000,403.004,10.591,83615.131,59.291,258.228,0.000,6.164,0.828,265.745,-90.345,75.361,0.000,0.014,-9.308,-1.977,0.000
2016-01-01 05:00:00,551.413,157.223,261.543,250.229,49.315,-30.826,0.000,0.000,0.800,30.000,399.825,10.379,83671.511,60.264,259.165,0.000,5.321,0.824,265.745,-95.516,96.976,0.000,0.017,-9.111,-2.049,0.000
2016-01-01 06:00:00,655.871,158.496,262.143,251.019,31.875,-29.714,0.000,0.000,0.800,30.000,395.192,10.076,83697.877,58.969,260.549,0.000,4.357,0.816,266.045,-99.686,120.354,0.000,0.023,-8.823,-2.181,0.000
2016-01-01 07:00:00,745.192,158.872,262.343,251.735,14.089,-27.901,0.000,0.000,0.800,30.000,386.342,9.523,83755.970,62.961,261.593,0.000,3.478,0.809,266.145,-103.474,142.021,0.000,0.024,-8.352,-2.168,0.000
2016-01-01 08:00:00,812.269,158.689,263.243,252.310,6.395,-25.994,0.000,0.000,0.800,30.000,376.226,8.928,83787.691,63.182,262.878,0.000,2.724,0.799,266.595,-108.847,163.365,0.000,0.026,-7.872,-2.053,0.000
2016-01-01 09:00:00,852.133,160.659,264.143,252.699,1.951,-24.291,0.000,0.000,0.800,30.000,366.471,8.390,83823.862,59.020,264.024,0.000,2.126,0.788,267.045,-111.574,181.046,0.000,0.031,-7.386,-2.135,0.000
2016-01-01 10:00:00,861.866,161.390,264.943,253.007,4.986,-23.896,0.000,0.000,0.800,30.000,364.061,8.262,83852.377,53.842,264.633,0.000,1.958,0.781,267.445,-113.366,189.020,0.000,0.035,-7.248,-2.226,0.000
2016-01-01 11:00:00,840.679,162.642,265.543,253.010,6.737,-21.683,0.000,0.000,0.800,30.000,348.810,7.496,83879.197,48.701,265.082,0.000,1.733,0.775,267.744,-113.983,188.936,0.000,0.036,-6.519,-2.398,0.000
2016-01-01 12:00:00,790.065,165.012,266.543,252.751,13.810,-19.430,0.000,0.000,0.800,30.000,330.747,6.680,83900.276,49.776,265.489,0.000,1.643,0.770,268.244,-113.315,181.680,0.000,0.031,-5.846,-2.264,0.000
2016-01-01 13:00:00,713.588,163.875,265.943,252.191,19.104,-18.270,0.000,0.000,0.800,30.000,319.336,6.211,83933.452,49.601,264.393,0.000,1.996,0.783,267.944,-109.885,154.525,0.000,0.025,-5.536,-1.984,0.000
2016-01-01 14:00:00,617.163,164.481,266.143,251.337,31.779,-17.387,0.000,0.000,0.800,30.000,308.711,5.804,83974.821,52.908,263.436,0.000,2.446,0.794,268.044,-105.335,127.383,0.000,0.017,-5.268,-1.722,0.000
2016-01-01 15:00:00,507.883,166.737,266.743,250.214,47.623,-16.492,0.000,0.000,0.800,30.000,306.225,5.713,83999.760,54.772,262.467,0.000,3.076,0.802,268.344,-99.132,100.315,0.000,0.011,-5.303,-1.329,0.000
2016-01-01 16:00:00,393.957,168.573,266.843,248.992,70.382,-16.512,0.000,0.000,0.800,30.000,312.716,5.954,83988.151,52.690,261.142,0.000,3.934,0.813,268.394,-91.968,73.818,0.000,0.008,-5.600,-0.873,0.000
2016-01-01 17:00:00,284.195,170.704,267.143,247.799,93.556,5.377,0.000,0.000,0.800,30.000,322.343,6.331,84004.786,61.206,260.094,0.000,4.827,0.819,268.544,-85.680,51.379,0.000,0.000,-5.970,-0.356,0.000
2016-01-01 18:00:00,143.623,171.162,267.243,246.841,126.472,14.894,0.000,0.000,0.800,30.000,340.219,7.096,84009.412,59.822,258.702,0.000,6.182,0.826,268.594,-79.777,24.948,0.000,0.000,-6.615,-0.074,0.000
2016-01-01 19:00:00,53.230,171.076,267.043,246.123,148.556,7.409,0.000,0.000,0.800,30.000,356.139,7.855,84056.760,52.746,257.860,0.000,7.154,0.830,268.494,-76.613,9.059,0.000,0.000,-7.245,-0.006,0.000
2016-01-01 20:00:00,16.874,174.597,267.143,245.673,154.140,17.627,0.000,0.000,0.800,30.000,370.810,8.625,84051.214,57.964,258.052,0.000,7.520,0.829,268.544,-73.828,2.884,0.000,0.000,-7.880,-0.247,0.000
2016-01-01 21:00:00,6.333,172.767,266.543,245.422,166.925,19.784,0.000,0.000,0.800,30.000,379.417,9.112,84081.439,59.178,257.676,0.000,7.849,0.831,268.244,-74.216,1.073,0.000,0.000,-8.267,-0.585,0.000
2016-01-01 22:00:00,5.825,167.206,264.543,245.924,164.144,29.668,0.000,0.000,0.800,30.000,389.471,9.715,84115.542,71.455,256.362,0.000,8.423,0.835,267.245,-74.776,0.962,0.000,0.000,-8.767,-0.617,0.000
2016-01-01 23:00:00,14.082,166.403,264.243,245.808,157.546,28.411,0.000,0.000,0.800,30.000,381.960,9.261,84160.018,73.671,256.048,0.000,8.290,0.836,267.095,-74.395,2.313,0.000,0.000,-8.384,-0.680,0.000
2016-01-02 00:00:00,44.326,165.940,264.104,245.969,149.212,23.994,0.000,0.000,0.800,30.000,378.493,9.058,84157.857,66.619,256.172,0.000,8.044,0.835,267.045,-75.326,7.296,0.000,0.000,-8.235,-0.385,0.000
2016-01-02 01:00:00,123.532,161.459,262.343,246.443,125.992,-6.514,0.000,0.000,0.800,30.000,378.814,9.077,84161.519,53.978,255.650,0.000,7.775,0.837,266.145,-77.848,20.159,0.000,0.003,-8.255,-0.265,0.000
2016-01-02 02:00:00,222.400,155.849,261.143,247.150,104.070,-14.348,0.000,0.000,0.800,30.000,380.518,9.176,84139.867,53.637,255.644,0.000,7.386,0.837,265.545,-83.433,36.290,0.000,0.007,-8.339,-0.197,0.000
2016-01-02 03:00:00,325.197,155.588,261.243,248.034,84.308,-21.895,0.000,0.000,0.800,30.000,379.826,9.136,84145.861,53.665,256.743,0.000,6.585,0.834,265.595,-87.834,54.079,0.000,0.010,-8.305,-0.194,0.000
2016-01-02 04:00:00,437.646,156.335,261.943,249.020,66.255,-27.236,0.000,0.000,0.800,30.000,378.630,9.066,84155.645,50.864,258.348,0.000,5.624,0.828,265.945,-93.231,75.345,0.000,0.017,-8.249,-0.141,0.000
2016-01-02 05:00:00,550.888,155.112,262.443,250.045,50.903,-27.462,0.000,0.000,0.800,30.000,381.357,9.225,84126.862,51.850,259.702,0.000,4.860,0.821,266.195,-99.731,98.399,0.000,0.021,-8.380,-0.193,0.000
2016-01-02 06:00:00,656.077,158.645,264.043,251.018,40.601,-27.050,0.000,0.000,0.800,30.000,380.568,9.179,84112.579,45.595,261.823,0.000,3.859,0.808,266.995,-104.626,126.174,0.000,0.032,-8.337,-0.338,0.000
2016-01-02 07:00:00,746.706,160.165,264.943,251.889,28.694,-25.996,0.000,0.000,0.800,30.000,375.501,8.887,84096.017,43.701,263.310,0.000,3.021,0.795,267.445,-109.138,153.206,0.000,0.038,-8.085,-0.514,0.000
2016-01-02 08:00:00,813.559,159.585,265.443,252.570,19.369,-24.751,0.000,0.000,0.800,30.000,368.633,8.506,84058.216,41.785,264.285,0.000,2.421,0.785,267.694,-113.727,175.181,0.000,0.043,-7.752,-0.717,0.000
2016-01-02 09:00:00,853.156,163.440,266.743,253.046,14.774,-22.564,0.000,0.000,0.800,30.000,354.961,7.796,84051.621,47.525,265.774,0.000,1.720,0.766,268.344,-116.084,199.442,0.000,0.039,-7.146,-0.846,0.000
2016-01-02 10:00:00,862.793,164.876,267.043,253.541,12.541,-21.771,0.000,0.000,0.800,30.000,349.642,7.536,83987.801,41.607,266.190,0.000,1.506,0.760,268.494,-116.401,206.715,0.000,0.045,-6.961,-0.521,0.000
2016-01-02 11:00:00,841.844,167.527,268.143,253.435,16.389,-19.893,0.000,0.000,0.800,30.000,335.171,6.871,83921.440,37.544,266.922,0.000,1.294,0.749,269.044,-116.857,210.931,0.000,0.045,-6.409,-0.506,0.000
2016-01-02 12:00:00,791.670,170.163,269.243,253.067,23.981,-18.257,0.000,0.000,0.800,30.000,320.400,6.253,83908.422,42.607,267.296,0.000,1.299,0.743,269.594,-115.818,203.077,0.000,0.036,-5.900,-0.436,0.000
2016-01-02 13:00:00,715.610,169.531,268.943,252.382,30.638,-17.471,0.000,0.000,0.800,30.000,311.487,5.908,83856.339,53.690,266.342,0.000,1.672,0.758,269.444,-112.389,173.026,0.000,0.022,-5.625,-0.209,0.000
2016-01-02 14:00:00,619.240,169.359,268.343,251.431,39.089,-16.890,0.000,0.000,0.800,30.000,303.632,5.619,83817.938,48.752,264.909,0.000,2.185,0.777,269.144,-106.542,137.846,0.000,0.020,-5.387,-0.167,0.000
2016-01-02 15:00:00,509.663,171.182,268.643,250.248,56.421,-17.105,0.000,0.000,0.800,30.000,304.814,5.662,83732.295,37.697,263.743,0.000,2.882,0.790,269.294,-99.896,106.777,0.000,0.022,-5.424,-0.092,0.000
2016-01-02 16:00:00,395.324,171.710,268.343,249.015,76.292,-18.297,0.000,0.000,0.800,30.000,312.387,5.942,83693.874,45.795,262.147,0.000,3.790,0.805,269.144,-92.863,77.033,0.000,0.012,-5.656,-0.113,0.000
2016-01-02 17:00:00,284.952,172.831,267.943,247.892,97.270,4.749,0.000,0.000,0.800,30.000,326.691,6.510,83635.826,60.000,260.716,0.000,4.807,0.815,268.944,-86.015,52.590,0.000,0.000,-6.121,-0.297,0.000
2016-01-02 18:00:00,142.865,172.854,267.743,246.905,127.651,9.013,0.000,0.000,0.800,30.000,339.350,7.057,83606.442,55.909,259.056,0.000,6.092,0.825,268.844,-79.461,25.050,0.000,0.000,-6.559,-0.554,0.000
2016-01-02 19:00:00,52.333,174.376,267.843,246.136,148.568,14.038,0.000,0.000,0.800,30.000,350.497,7.577,83549.678,55.073,258.371,0.000,6.902,0.828,268.894,-75.281,9.015,0.000,0.000,-6.966,-0.819,0.000
2016-01-02 20:00:00,16.238,177.227,266.943,245.549,148.291,23.620,0.000,0.000,0.800,30.000,357.253,7.911,83520.043,61.156,257.743,0.000,7.235,0.830,268.444,-70.012,2.756,0.000,0.000,-7.217,-1.034,0.000
2016-01-02 21:00:00,5.901,175.412,266.243,245.182,143.924,23.711,0.000,0.000,0.800,30.000,361.427,8.124,83484.448,66.440,257.200,0.000,7.502,0.832,268.094,-69.748,0.990,0.000,0.000,-7.373,-1.190,0.000
2016-01-02 22:00:00,5.367,171.844,264.943,245.465,139.817,23.841,0.000,0.000,0.800,30.000,361.595,8.133,83437.561,69.332,256.201,0.000,7.748,0.835,267.445,-69.530,0.884,0.000,0.000,-7.400,-1.057,0.000
2016-01-02 23:00:00,13.280,168.101,263.643,245.480,134.374,23.918,0.000,0.000,0.800,30.000,361.429,8.124,83426.915,74.726,255.267,0.000,7.938,0.838,266.795,-69.774,2.155,0.000,0.000,-7.350,-1.321,0.000
2016-01-03 00:00:00,42.791,163.695,262.049,245.704,122.146,23.377,0.000,0.000,0.800,30.000,357.049,7.900,83360.980,75.122,254.253,0.000,7.934,0.840,265.998,-70.422,6.849,0.000,0.000,-7.141,-1.427,0.000
2016-01-03 01:00:00,120.926,163.544,262.143,246.231,112.873,20.965,0.000,0.000,0.800,30.000,354.828,7.789,83310.802,72.693,255.179,0.000,7.268,0.838,266.045,-74.002,19.594,0.000,0.000,-7.041,-1.457,0.000
2016-01-03 02:00:00,221.128,159.593,260.943,246.986,87.862,2.475,0.000,0.000,0.800,30.000,349.555,7.532,83276.292,65.217,255.318,0.000,6.613,0.838,265.445,-78.470,35.904,0.000,0.000,-6.818,-1.476,0.000
2016-01-03 03:00:00,324.019,156.672,259.943,247.946,63.372,-5.803,0.000,0.000,0.800,30.000,345.169,7.324,83228.642,64.979,255.739,0.000,5.890,0.837,264.945,-82.968,52.952,0.000,0.003,-6.622,-1.561,0.000
2016-01-03 04:00:00,436.610,156.954,260.243,249.031,41.589,-14.172,0.000,0.000,0.800,30.000,337.855,6.990,83194.316,63.994,257.301,0.000,4.815,0.832,265.095,-88.595,73.413,0.000,0.007,-6.332,-1.582,0.000
2016-01-03 05:00:00,550.116,153.338,260.043,250.137,21.747,-19.913,0.000,0.000,0.800,30.000,329.439,6.625,83134.255,61.878,258.409,0.000,3.902,0.828,264.995,-96.466,94.851,0.000,0.011,-5.994,-1.674,0.000
2016-01-03 06:00:00,655.884,154.112,260.643,251.219,3.809,-17.585,0.000,0.000,0.800,30.000,312.991,5.965,83136.780,65.145,260.319,0.000,2.704,0.818,265.295,-103.159,119.440,0.000,0.014,-5.415,-1.702,0.000
2016-01-03 07:00:00,745.746,155.275,261.243,252.171,-10.862,-17.322,0.000,0.000,0.800,30.000,296.606,5.373,83059.223,66.355,262.182,0.000,1.691,0.805,265.595,-109.441,145.530,0.000,0.016,-4.882,-1.745,0.000
2016-01-03 08:00:00,813.374,155.588,262.143,252.967,-22.200,-17.310,0.000,0.000,0.800,30.000,274.355,4.662,83076.778,68.184,264.063,0.000,0.858,0.787,266.045,-116.807,173.156,0.000,0.018,-4.260,-1.722,0.000
2016-01-03 09:00:00,853.570,157.778,263.243,253.514,-30.243,-17.249,0.000,0.000,0.800,30.000,252.014,4.043,83043.373,59.736,265.869,0.000,0.271,0.765,266.595,-122.145,200.650,0.000,0.022,-3.716,-1.686,0.000
2016-01-03 10:00:00,863.473,159.973,264.343,253.874,-41.580,-18.105,0.000,0.000,0.800,30.000,208.332,3.060,83003.797,64.973,267.784,0.000,-0.174,0.735,267.145,-128.104,228.529,0.000,0.019,-3.065,-1.126,0.000
2016-01-03 11:00:00,842.223,160.404,264.443,253.788,-58.876,-21.463,0.000,0.000,0.800,30.000,165.228,2.324,82973.842,62.973,268.555,0.000,-0.258,0.722,267.195,-131.003,234.407,0.000,0.016,-2.472,-0.968,0.000
2016-01-03 12:00:00,791.393,161.459,264.643,253.216,-74.338,-27.067,0.000,0.000,0.800,30.000,114.724,1.684,82916.153,60.097,268.763,0.000,-0.171,0.718,267.295,-130.852,223.306,0.000,0.012,-2.050,-0.556,0.000
2016-01-03 13:00:00,714.765,163.280,264.943,252.112,-19.217,-14.380,0.000,0.000,0.800,30.000,126.111,1.811,82871.819,63.094,266.949,0.000,0.065,0.749,267.445,-121.218,179.387,0.000,0.009,-2.229,-0.038,0.000
2016-01-03 14:00:00,618.000,164.481,264.943,250.809,4.101,-7.278,0.000,0.000,0.800,30.000,177.923,2.520,82836.411,61.134,264.097,0.000,0.710,0.787,267.445,-108.053,131.791,0.000,0.008,-2.788,0.411,0.000
2016-01-03 15:00:00,508.409,165.598,264.743,249.581,23.931,-11.222,0.000,0.000,0.800,30.000,230.829,3.532,82773.744,61.083,261.539,0.000,1.872,0.810,267.345,-96.529,96.691,0.000,0.006,-3.616,0.550,0.000
2016-01-03 16:00:00,394.129,167.559,264.743,248.192,46.763,-1.903,0.000,0.000,0.800,30.000,264.640,4.382,82730.056,65.067,259.716,0.000,3.104,0.821,267.345,-87.337,70.427,0.000,0.001,-4.352,0.305,0.000
2016-01-03 17:00:00,283.888,170.285,264.843,246.980,71.352,7.752,0.000,0.000,0.800,30.000,294.707,5.308,82740.279,67.170,258.472,0.000,4.371,0.827,267.395,-79.761,49.024,0.000,0.000,-5.126,-0.242,0.000
2016-01-03 18:00:00,141.051,171.691,265.143,246.051,105.920,19.732,0.000,0.000,0.800,30.000,319.480,6.217,82712.126,72.698,257.071,0.000,5.893,0.833,267.545,-72.980,23.606,0.000,0.000,-5.826,-0.835,0.000
2016-01-03 19:00:00,51.351,168.445,264.343,245.423,128.236,22.070,0.000,0.000,0.800,30.000,337.991,6.996,82719.912,79.671,255.606,0.000,7.133,0.837,267.145,-70.697,8.374,0.000,0.000,-6.403,-1.290,0.000
2016-01-03 20:00:00,15.586,170.642,264.143,244.993,135.290,23.501,0.000,0.000,0.800,30.000,350.866,7.595,82719.037,71.375,255.487,0.000,7.593,0.837,267.045,-68.053,2.537,0.000,0.000,-6.827,-1.671,0.000
2016-01-03 21:00:00,5.465,168.260,263.443,244.803,133.616,23.922,0.000,0.000,0.800,30.000,361.324,8.119,82729.297,77.687,255.045,0.000,8.018,0.838,266.695,-68.789,0.884,0.000,0.000,-7.194,-1.986,0.000
2016-01-03 22:00:00,4.911,163.412,262.043,245.045,141.741,27.438,0.000,0.000,0.800,64.962,375.049,8.861,82706.005,85.857,254.274,0.000,9.917,0.840,265.995,-70.783,0.786,0.000,0.000,-7.721,-2.381,0.000
2016-01-03 23:00:00,12.458,161.605,261.543,245.274,141.439,28.652,0.000,0.000,0.800,72.649,382.402,9.287,82761.026,85.804,254.124,0.000,10.613,0.840,265.745,-72.038,1.991,0.000,0.000,-7.963,-2.776,0.000
2016-01-04 00:00:00,41.121,159.933,261.156,245.594,131.553,28.554,0.000,0.000,0.800,116.057,382.114,9.270,82779.916,88.971,254.234,0.000,13.357,0.840,265.595,-74.112,6.580,0.000,0.000,-7.876,-2.972,0.000
2016-01-04 01:00:00,117.842,156.022,259.643,246.137,107.083,28.224,0.000,0.000,0.800,150.000,380.492,9.174,82793.188,92.751,253.943,0.000,15.290,0.841,264.795,-76.956,18.791,0.000,0.000,-7.738,-3.109,0.000
2016-01-04 02:00:00,218.977,154.076,258.743,246.900,80.246,26.916,0.000,0.000,0.800,150.000,378.148,9.038,82842.188,95.737,254.267,0.000,14.028,0.840,264.345,-80.091,35.053,0.000,0.000,-7.570,-3.219,0.000
2016-01-04 03:00:00,321.535,153.697,258.843,247.817,62.782,23.928,0.000,0.000,0.800,150.000,374.512,8.831,82857.606,95.739,255.335,0.000,12.371,0.838,264.395,-84.432,52.220,0.000,0.000,-7.332,-3.334,0.000
2016-01-04 04:00:00,433.805,151.865,258.143,248.848,37.800,13.170,0.000,0.000,0.800,150.000,370.065,8.584,82907.814,95.720,255.956,0.000,10.786,0.836,264.045,-88.587,71.143,0.000,0.000,-7.084,-3.380,0.000
2016-01-04 05:00:00,546.932,147.939,257.843,249.908,18.535,2.755,0.000,0.000,0.800,150.000,368.592,8.504,82948.833,93.411,256.752,0.000,9.449,0.834,263.895,-95.517,90.968,0.000,0.000,-6.943,-3.516,0.000
2016-01-04 06:00:00,652.244,148.506,258.143,250.926,0.681,-7.238,0.000,0.000,0.800,150.000,363.975,8.257,83025.383,91.181,258.101,0.000,7.664,0.829,264.045,-100.110,111.628,0.000,0.004,-6.649,-3.634,0.000
2016-01-04 07:00:00,741.894,150.040,258.843,251.810,-12.112,-14.117,0.000,0.000,0.800,141.905,358.031,7.950,83068.418,91.227,259.588,0.000,5.514,0.822,264.395,-104.356,132.066,0.000,0.007,-6.279,-3.766,0.000
2016-01-04 08:00:00,809.280,152.856,260.643,252.504,-13.648,-23.411,0.000,0.000,0.800,62.023,351.599,7.630,83117.851,85.026,261.515,0.000,2.856,0.810,265.295,-109.177,153.773,0.000,0.012,-5.843,-3.957,0.000
2016-01-04 09:00:00,849.252,155.696,261.743,252.980,-17.198,-22.373,0.000,0.000,0.800,30.000,341.761,7.166,83179.083,75.579,262.892,0.000,1.859,0.799,265.845,-111.900,170.916,0.000,0.019,-5.270,-4.090,0.000
2016-01-04 10:00:00,858.900,159.511,263.043,253.160,-12.082,-22.116,0.000,0.000,0.800,30.000,343.932,7.266,83197.171,73.446,263.860,0.000,1.676,0.789,266.495,-112.046,180.986,0.000,0.020,-5.205,-4.304,0.000
2016-01-04 11:00:00,837.444,160.218,263.043,253.129,-11.875,-20.778,0.000,0.000,0.800,30.000,332.646,6.762,83281.135,73.446,263.896,0.000,1.564,0.789,266.495,-111.490,176.789,0.000,0.019,-4.625,-4.329,0.000
2016-01-04 12:00:00,786.334,162.589,263.643,252.804,-4.327,-18.596,0.000,0.000,0.800,30.000,320.149,6.243,83318.138,75.316,263.990,0.000,1.583,0.788,266.795,-109.506,166.784,0.000,0.015,-4.189,-4.162,0.000
2016-01-04 13:00:00,709.717,163.820,263.643,252.186,3.599,-16.771,0.000,0.000,0.800,30.000,307.318,5.753,83360.971,71.275,263.323,0.000,1.828,0.795,266.795,-105.533,145.702,0.000,0.013,-3.968,-3.806,0.000
2016-01-04 14:00:00,612.852,165.766,263.943,251.239,17.185,-13.583,0.000,0.000,0.800,30.000,301.418,5.540,83396.249,74.780,262.390,0.000,2.320,0.803,266.945,-99.790,120.648,0.000,0.007,-4.162,-3.318,0.000
2016-01-04 15:00:00,503.453,165.442,263.343,250.118,32.789,-3.826,0.000,0.000,0.800,30.000,306.277,5.715,83435.865,75.858,260.526,0.000,3.203,0.817,266.645,-92.650,92.315,0.000,0.002,-4.631,-2.906,0.000
2016-01-04 16:00:00,389.153,167.333,263.843,248.952,56.816,10.719,0.000,0.000,0.800,30.000,318.286,6.170,83474.471,78.978,259.382,0.000,4.200,0.823,266.895,-86.253,68.859,0.000,0.000,-5.212,-2.646,0.000
2016-01-04 17:00:00,279.493,171.114,264.143,247.823,73.847,14.769,0.000,0.000,0.800,30.000,328.544,6.587,83538.293,75.404,258.433,0.000,5.079,0.827,267.045,-78.783,48.219,0.000,0.000,-5.656,-2.519,0.000
2016-01-04 18:00:00,137.182,170.874,263.443,246.789,102.689,21.448,0.000,0.000,0.800,30.000,337.444,6.972,83560.004,78.916,256.316,0.000,6.399,0.835,266.695,-70.935,22.636,0.000,0.000,-6.048,-2.412,0.000
2016-01-04 19:00:00,49.025,169.541,262.943,245.916,121.525,22.632,0.000,0.000,0.800,30.000,344.125,7.275,83617.685,78.839,254.956,0.000,7.315,0.838,266.445,-67.175,7.919,0.000,0.000,-6.338,-2.361,0.000
2016-01-04 20:00:00,14.436,167.385,261.943,245.274,125.613,23.075,0.000,0.000,0.800,30.000,347.415,7.429,83650.433,83.175,253.849,0.000,7.821,0.841,265.945,-65.247,2.299,0.000,0.000,-6.494,-2.305,0.000
2016-01-04 21:00:00,4.838,164.780,260.943,244.821,119.871,22.604,0.000,0.000,0.800,58.907,349.638,7.536,83673.390,85.060,253.060,0.000,9.167,0.842,265.445,-64.974,0.764,0.000,0.000,-6.626,-2.193,0.000
2016-01-04 22:00:00,4.278,163.430,260.843,244.704,119.286,22.525,0.000,0.000,0.800,79.007,350.476,7.576,83726.902,86.415,252.976,0.000,10.009,0.842,265.395,-66.019,0.675,0.000,0.000,-6.683,-2.125,0.000
2016-01-04 23:00:00,11.236,162.437,260.343,244.584,116.239,22.572,0.000,0.000,0.800,114.260,346.319,7.378,83745.422,88.458,252.695,0.000,11.607,0.843,265.145,-65.993,1.769,0.000,0.000,-6.561,-1.965,0.000
2016-01-05 00:00:00,38.348,165.190,261.573,244.801,120.107,22.539,0.000,0.000,0.800,30.000,342.191,7.186,83763.508,81.281,253.660,0.000,7.633,0.841,265.760,-66.752,6.095,0.000,0.000,-6.411,-1.909,0.000
2016-01-05 01:00:00,112.403,162.494,260.643,245.322,96.057,21.172,0.000,0.000,0.800,104.040,335.588,6.890,83783.101,88.484,253.908,0.000,9.607,0.841,265.295,-70.354,17.916,0.000,0.000,-6.182,-1.817,0.000
2016-01-05 02:00:00,213.434,160.781,260.743,246.101,75.997,19.703,0.000,0.000,0.800,72.174,330.077,6.652,83804.998,86.404,255.018,0.000,7.451,0.838,265.345,-76.167,34.505,0.000,0.000,-5.984,-1.791,0.000
2016-01-05 03:00:00,316.019,159.773,260.743,247.119,61.136,9.522,0.000,0.000,0.800,30.000,323.881,6.394,83799.686,78.496,256.175,0.000,5.280,0.835,265.345,-81.505,52.018,0.000,0.000,-5.744,-1.841,0.000
2016-01-05 04:00:00,427.523,159.521,260.843,248.242,38.862,-4.219,0.000,0.000,0.800,30.000,313.323,5.977,83791.824,72.439,257.700,0.000,4.188,0.830,265.395,-87.553,72.502,0.000,0.002,-5.386,-1.822,0.000
2016-01-05 05:00:00,538.913,160.320,261.243,249.403,18.604,-9.624,0.000,0.000,0.800,30.000,300.769,5.517,83800.372,75.490,259.583,0.000,3.050,0.822,265.595,-94.055,95.919,0.000,0.005,-4.983,-1.820,0.000
2016-01-05 06:00:00,644.889,164.162,263.043,250.495,5.512,-14.629,0.000,0.000,0.800,30.000,284.381,4.970,83816.566,63.133,262.484,0.000,1.847,0.802,266.495,-101.775,127.468,0.000,0.014,-4.491,-1.832,0.000
2016-01-05 07:00:00,733.717,161.876,262.143,251.481,-14.843,-15.678,0.000,0.000,0.800,30.000,264.536,4.379,83813.822,72.693,263.548,0.000,1.015,0.792,266.045,-108.400,152.258,0.000,0.014,-3.987,-1.763,0.000
2016-01-05 08:00:00,801.772,161.625,262.743,252.265,-31.599,-17.033,0.000,0.000,0.800,30.000,237.311,3.681,83785.217,74.563,265.497,0.000,0.286,0.770,266.345,-116.734,184.452,0.000,0.015,-3.395,-1.664,0.000
2016-01-05 09:00:00,842.146,162.069,262.843,252.819,-58.320,-20.425,0.000,0.000,0.800,30.000,206.645,3.027,83782.263,75.771,267.082,0.000,-0.185,0.747,266.395,-122.997,213.127,0.000,0.016,-2.825,-1.581,0.000
2016-01-05 10:00:00,852.680,163.195,263.443,253.064,-76.390,-23.289,0.000,0.000,0.800,30.000,181.340,2.576,83759.078,71.234,268.314,0.000,-0.354,0.726,266.695,-127.167,233.586,0.000,0.017,-2.492,-1.410,0.000
2016-01-05 11:00:00,831.488,164.701,263.843,253.029,-109.987,-26.942,0.000,0.000,0.800,30.000,116.488,1.703,83758.032,70.199,269.905,0.000,-0.358,0.696,266.895,-132.611,253.145,0.000,0.014,-1.709,-1.286,0.000
2016-01-05 12:00:00,781.741,166.407,264.343,252.600,-12.323,-2.723,0.000,0.000,0.800,30.000,33.000,0.935,83719.876,70.302,271.065,0.000,-0.205,0.671,267.145,-136.049,257.001,0.000,0.008,-1.197,-0.907,0.000
2016-01-05 13:00:00,705.036,167.361,264.243,251.536,-6.754,-1.732,0.000,0.000,0.800,30.000,33.000,0.533,83676.646,69.184,270.038,0.000,-0.154,0.693,267.095,-130.535,216.549,0.000,0.004,-1.120,-0.334,0.000
2016-01-05 14:00:00,608.099,168.642,264.443,250.033,-22.114,-20.556,0.000,0.000,0.800,30.000,33.000,0.895,83615.247,67.081,266.043,0.000,0.060,0.762,267.195,-112.016,144.425,0.000,0.004,-1.453,0.213,0.000
2016-01-05 15:00:00,497.720,168.670,264.443,248.452,8.247,-4.892,0.000,0.000,0.800,30.000,114.841,1.685,83571.069,66.031,261.934,0.000,0.615,0.807,267.195,-95.045,96.145,0.000,0.003,-2.098,0.336,0.000
2016-01-05 16:00:00,387.614,171.226,264.743,246.859,25.702,3.129,0.000,0.000,0.800,30.000,179.109,2.539,83510.054,72.621,259.569,0.000,1.667,0.822,267.345,-83.095,68.961,0.000,0.000,-2.798,0.448,0.000
