time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO,TSKIN_degC,T_obs,TSKIN_final
2021-05-06 11:00:00,22.140,205.684,253.557,248.069,70.620,8.345,0.000,0.006,0.626,-25.081,253.850,248.069
2021-05-06 12:00:00,6.970,206.364,254.157,247.739,73.982,10.148,0.000,0.008,0.626,-25.411,254.450,247.739
2021-05-06 13:00:00,0.000,207.317,254.257,248.626,72.967,10.241,0.000,0.013,0.626,-24.524,254.550,248.626
2021-05-06 14:00:00,0.000,201.617,254.557,247.808,80.427,12.194,0.000,0.020,0.626,-25.342,254.850,247.808
2021-05-06 15:00:00,0.000,221.054,255.257,248.632,77.452,11.729,0.000,0.032,0.626,-24.518,255.550,248.632
2021-05-06 16:00:00,0.000,230.858,257.257,249.089,91.922,14.444,0.000,0.041,0.626,-24.061,257.550,249.089
2021-05-06 17:00:00,0.000,233.789,257.157,249.312,85.613,13.568,0.000,0.047,0.626,-23.838,257.450,249.312
2021-05-06 18:00:00,0.000,228.868,256.457,249.759,67.958,9.283,0.000,0.052,0.626,-23.391,256.750,249.759
2021-05-06 19:00:00,0.000,227.771,256.857,250.009,69.231,8.999,0.000,0.033,0.626,-23.141,257.150,250.009
2021-05-06 20:00:00,0.000,232.644,257.257,249.924,74.579,8.377,0.000,0.036,0.626,-23.226,257.550,249.924
2021-05-06 21:00:00,0.000,231.583,257.057,250.444,66.328,6.554,0.000,0.031,0.626,-22.706,257.350,250.444
2021-05-06 22:00:00,0.000,239.704,257.557,249.949,80.935,9.631,0.000,0.028,0.626,-23.201,257.850,249.949
2021-05-06 23:00:00,0.000,239.566,256.957,250.535,66.189,8.587,0.000,0.029,0.626,-22.615,257.250,250.535
2021-05-07 00:00:00,0.000,242.113,258.097,250.974,72.231,10.790,0.000,0.030,0.626,-22.176,258.390,250.974
2021-05-07 01:00:00,0.000,242.450,256.557,251.311,53.834,8.529,0.000,0.031,0.626,-21.839,256.850,251.311
2021-05-07 02:00:00,0.000,243.247,256.957,251.478,63.227,11.302,0.000,0.027,0.626,-21.672,257.250,251.478
2021-05-07 03:00:00,0.000,241.412,257.057,251.572,65.235,11.755,0.000,0.027,0.626,-21.578,257.350,251.572
2021-05-07 04:00:00,0.000,237.572,257.157,251.503,69.826,12.416,0.000,0.026,0.626,-21.647,257.450,251.503
2021-05-07 05:00:00,0.000,239.127,257.557,251.683,75.091,13.539,0.000,0.023,0.626,-21.467,257.850,251.683
2021-05-07 06:00:00,0.000,234.400,257.557,251.497,80.186,13.319,0.000,0.018,0.626,-21.653,257.850,251.497
2021-05-07 07:00:00,0.000,245.158,258.657,252.004,90.407,13.733,0.000,0.023,0.626,-21.146,258.950,252.004
2021-05-07 08:00:00,0.000,249.761,259.357,251.776,105.360,13.469,0.000,0.036,0.626,-21.374,259.650,251.776
2021-05-07 09:00:00,0.000,249.924,260.457,252.470,111.868,12.443,0.000,0.047,0.626,-20.680,260.750,252.470
2021-05-07 10:00:00,18.286,244.040,259.657,253.117,91.861,12.886,0.000,0.053,0.626,-20.033,259.950,253.117
2021-05-07 11:00:00,22.004,246.689,259.257,253.060,84.968,10.443,0.000,0.046,0.626,-20.090,259.550,253.060
2021-05-07 12:00:00,5.713,239.791,259.457,252.802,91.107,10.032,0.000,0.028,0.626,-20.348,259.750,252.802
2021-05-07 13:00:00,0.000,243.290,260.657,252.567,115.197,12.741,0.000,0.015,0.626,-20.583,260.950,252.567
2021-05-07 14:00:00,0.000,234.539,260.557,252.819,109.083,13.566,0.000,0.010,0.626,-20.331,260.850,252.819
2021-05-07 15:00:00,0.000,226.529,260.857,251.945,111.464,16.079,0.000,0.007,0.626,-21.205,261.150,251.945
2021-05-07 16:00:00,0.000,238.271,261.257,252.082,113.559,15.892,0.000,0.006,0.626,-21.068,261.550,252.082
2021-05-07 17:00:00,0.000,232.652,260.957,251.753,116.665,16.267,0.000,0.008,0.626,-21.397,261.250,251.753
2021-05-07 18:00:00,0.000,235.162,262.257,252.039,123.530,15.834,0.000,0.012,0.626,-21.111,262.550,252.039
2021-05-07 19:00:00,0.000,255.863,262.357,253.009,114.490,15.464,0.000,0.029,0.626,-20.141,262.650,253.009
2021-05-07 20:00:00,0.000,258.398,261.757,253.473,96.982,14.976,0.000,0.059,0.626,-19.677,262.050,253.473
2021-05-07 21:00:00,0.000,256.883,261.657,253.360,95.369,14.690,0.000,0.082,0.626,-19.790,261.950,253.360
2021-05-07 22:00:00,0.000,258.873,261.657,253.748,110.027,17.779,0.000,0.116,0.626,-19.402,261.950,253.748
2021-05-07 23:00:00,0.000,263.634,261.957,253.310,121.083,17.878,0.000,0.140,0.626,-19.840,262.250,253.310
2021-05-08 00:00:00,0.000,266.876,263.125,253.672,123.972,16.732,0.000,0.120,0.626,-19.478,263.418,253.672
2021-05-08 01:00:00,0.000,253.856,262.257,253.380,134.227,19.275,0.000,0.086,0.626,-19.770,262.550,253.380
2021-05-08 02:00:00,0.000,256.869,261.957,253.524,144.872,21.876,0.000,0.087,0.626,-19.626,262.250,253.524
2021-05-08 03:00:00,0.000,256.159,261.557,255.049,129.429,25.319,0.000,0.081,0.626,-18.101,261.850,255.049
2021-05-08 04:00:00,0.000,258.357,262.757,255.794,159.145,29.091,0.000,0.077,0.626,-17.356,263.050,255.794
2021-05-08 05:00:00,0.000,252.126,262.357,256.433,148.802,23.554,0.000,0.111,0.626,-16.717,262.650,256.433
2021-05-08 06:00:00,0.000,256.707,262.557,257.268,147.883,29.951,0.000,0.137,0.626,-15.882,262.850,257.268
2021-05-08 07:00:00,0.000,255.450,262.557,257.859,141.988,38.444,0.000,0.129,0.626,-15.291,262.850,257.859
2021-05-08 08:00:00,0.000,258.301,262.757,258.431,141.141,41.479,0.000,0.177,0.626,-14.719,263.050,258.431
2021-05-08 09:00:00,0.000,255.195,262.657,258.701,137.994,37.386,0.000,0.195,0.626,-14.449,262.950,258.701
2021-05-08 10:00:00,15.049,257.963,262.657,259.294,125.572,34.261,0.000,0.194,0.626,-13.856,262.950,259.294
2021-05-08 11:00:00,16.503,259.205,262.857,259.399,134.672,37.923,0.000,0.196,0.626,-13.751,263.150,259.399
2021-05-08 12:00:00,3.394,257.344,262.757,259.589,128.290,29.905,0.000,0.193,0.626,-13.561,263.050,259.589
2021-05-08 13:00:00,0.000,259.900,262.957,259.832,135.423,36.060,0.000,0.178,0.626,-13.318,263.250,259.832
2021-05-08 14:00:00,0.000,258.446,263.257,260.175,143.637,36.285,0.000,0.162,0.626,-12.975,263.550,260.175
2021-05-08 15:00:00,0.000,257.782,263.457,260.427,152.890,44.042,0.000,0.206,0.626,-12.723,263.750,260.427
2021-05-08 16:00:00,0.000,264.197,263.657,260.721,158.294,45.319,0.000,0.319,0.626,-12.429,263.950,260.721
2021-05-08 17:00:00,0.000,264.265,263.857,260.921,167.869,55.190,0.000,0.429,0.626,-12.229,264.150,260.921
2021-05-08 18:00:00,0.000,267.037,264.057,261.110,179.277,59.909,0.000,0.512,0.626,-12.040,264.350,261.110
2021-05-08 19:00:00,0.000,267.246,264.357,261.300,191.848,66.663,0.000,0.476,0.626,-11.850,264.650,261.300
2021-05-08 20:00:00,0.000,269.124,264.857,261.335,200.000,79.814,0.000,0.475,0.626,-11.815,265.150,261.335
2021-05-08 21:00:00,0.000,270.419,264.957,261.413,200.000,78.574,0.000,0.439,0.626,-11.737,265.250,261.413
2021-05-08 22:00:00,0.000,272.512,265.357,261.895,200.000,78.501,0.000,0.429,0.626,-11.255,265.650,261.895
2021-05-08 23:00:00,0.000,271.716,265.457,261.945,200.000,77.116,0.000,0.394,0.626,-11.205,265.750,261.945
2021-05-09 00:00:00,0.000,278.111,266.197,262.023,200.000,75.551,0.000,0.373,0.626,-11.127,266.490,262.023
2021-05-09 01:00:00,0.000,276.294,265.557,262.230,194.397,74.872,0.000,0.414,0.626,-10.920,265.850,262.230
2021-05-09 02:00:00,0.000,275.360,265.357,262.359,172.776,67.584,0.000,0.412,0.626,-10.791,265.650,262.359
2021-05-09 03:00:00,0.000,271.423,265.257,262.427,158.644,60.139,0.000,0.315,0.626,-10.723,265.550,262.427
2021-05-09 04:00:00,0.000,269.557,265.357,262.427,167.285,64.849,0.000,0.235,0.626,-10.723,265.650,262.427
2021-05-09 05:00:00,0.000,270.797,265.457,262.673,153.725,62.218,0.000,0.235,0.626,-10.477,265.750,262.673
2021-05-09 06:00:00,0.000,268.847,265.457,262.805,142.692,53.197,0.000,0.280,0.626,-10.345,265.750,262.805
2021-05-09 07:00:00,0.000,268.398,265.557,263.064,133.857,52.033,0.000,0.325,0.626,-10.086,265.850,263.064
2021-05-09 08:00:00,0.000,270.762,265.657,263.365,124.041,46.473,0.000,0.309,0.626,-9.785,265.950,263.365
2021-05-09 09:00:00,0.000,272.387,265.857,263.683,120.168,44.233,0.000,0.320,0.626,-9.467,266.150,263.683
2021-05-09 10:00:00,11.140,273.534,266.157,264.277,103.946,35.064,0.000,0.351,0.626,-8.873,266.450,264.277
2021-05-09 11:00:00,11.518,274.984,266.657,264.395,131.023,56.368,0.000,0.346,0.626,-8.755,266.950,264.395
2021-05-09 12:00:00,1.985,276.925,267.157,264.448,163.107,77.595,0.000,0.304,0.626,-8.702,267.450,264.448
2021-05-09 13:00:00,0.000,275.363,267.457,264.620,179.405,81.557,0.000,0.264,0.626,-8.530,267.750,264.620
2021-05-09 14:00:00,0.000,275.147,267.757,264.800,193.139,84.301,0.000,0.233,0.626,-8.350,268.050,264.800
2021-05-09 15:00:00,0.000,270.874,267.457,265.036,160.676,75.520,0.000,0.197,0.626,-8.114,267.750,265.036
2021-05-09 16:00:00,0.000,277.955,267.257,265.194,137.416,58.883,0.000,0.165,0.626,-7.956,267.550,265.194
2021-05-09 17:00:00,0.000,279.176,267.757,265.134,172.136,84.705,0.000,0.133,0.626,-8.016,268.050,265.134
2021-05-09 18:00:00,0.000,277.767,267.657,265.072,166.294,81.266,0.000,0.110,0.626,-8.078,267.950,265.072
2021-05-09 19:00:00,0.000,276.715,267.257,265.164,132.860,57.396,0.000,0.105,0.626,-7.986,267.550,265.164
2021-05-09 20:00:00,0.000,278.238,267.557,265.210,147.446,68.811,0.000,0.123,0.626,-7.940,267.850,265.210
2021-05-09 21:00:00,0.000,279.340,267.657,265.232,150.626,71.784,0.000,0.140,0.626,-7.918,267.950,265.232
2021-05-09 22:00:00,0.000,273.032,267.857,265.270,161.038,80.289,0.000,0.122,0.626,-7.880,268.150,265.270
2021-05-09 23:00:00,0.000,273.958,267.957,265.416,154.151,78.297,0.000,0.079,0.626,-7.734,268.250,265.416
2021-05-10 00:00:00,0.000,272.103,268.690,265.541,184.733,75.670,0.000,0.042,0.626,-7.609,268.983,265.541
2021-05-10 01:00:00,0.000,273.035,268.257,265.643,147.355,72.740,0.000,0.019,0.626,-7.507,268.550,265.643
2021-05-10 02:00:00,0.000,270.573,268.457,265.662,151.105,69.792,0.000,0.008,0.626,-7.488,268.750,265.662
2021-05-10 03:00:00,0.000,267.769,268.557,265.652,154.676,68.735,0.000,0.006,0.626,-7.498,268.850,265.652
2021-05-10 04:00:00,0.000,264.915,268.657,265.832,149.699,68.409,0.000,0.005,0.626,-7.318,268.950,265.832
2021-05-10 05:00:00,0.000,268.136,268.657,266.113,133.256,67.620,0.000,0.007,0.626,-7.037,268.950,266.113
2021-05-10 06:00:00,0.000,265.732,268.857,265.886,154.539,67.120,0.000,0.007,0.626,-7.264,269.150,265.886
2021-05-10 07:00:00,0.000,258.166,268.957,265.944,153.528,65.749,0.000,0.016,0.626,-7.206,269.250,265.944
2021-05-10 08:00:00,0.000,258.946,269.057,266.056,145.853,62.704,0.000,0.013,0.626,-7.094,269.350,266.056
2021-05-10 09:00:00,0.000,265.697,269.157,266.425,126.779,59.861,0.000,0.008,0.626,-6.725,269.450,266.425
2021-05-10 10:00:00,11.475,277.426,269.357,266.557,117.916,54.320,0.000,0.012,0.626,-6.593,269.650,266.557
2021-05-10 11:00:00,8.437,278.758,269.457,266.657,111.026,51.185,0.000,0.015,0.626,-6.493,269.750,266.657
2021-05-10 12:00:00,1.114,284.222,269.657,266.726,115.271,50.783,0.000,0.012,0.626,-6.424,269.950,266.726
2021-05-10 13:00:00,0.000,277.486,269.611,266.821,112.201,51.968,0.000,0.009,0.626,-6.329,269.904,266.821
2021-05-10 14:00:00,0.000,267.869,269.565,266.770,119.954,55.497,0.000,0.007,0.626,-6.380,269.858,266.770
2021-05-10 15:00:00,0.000,280.929,269.519,266.886,116.799,57.383,0.000,0.011,0.626,-6.264,269.812,266.886
2021-05-10 16:00:00,0.000,275.761,269.472,266.641,125.371,57.294,0.000,0.010,0.626,-6.509,269.765,266.641
2021-05-10 17:00:00,0.000,256.017,269.426,266.549,126.567,56.906,0.000,0.008,0.626,-6.601,269.719,266.549
2021-05-10 18:00:00,0.000,262.568,269.380,266.194,140.929,57.232,0.000,0.001,0.626,-6.956,269.673,266.194
2021-05-10 19:00:00,0.000,253.311,269.334,266.425,128.835,57.307,-0.000,-0.000,0.626,-6.725,269.627,266.425
2021-05-10 20:00:00,0.000,257.874,269.288,266.655,112.311,45.278,0.000,0.000,0.626,-6.495,269.581,266.655
2021-05-10 21:00:00,0.000,267.721,269.242,266.676,100.869,36.517,0.000,0.003,0.626,-6.474,269.535,266.676
2021-05-10 22:00:00,0.000,270.210,269.195,266.568,88.184,30.041,0.000,0.008,0.626,-6.582,269.488,266.568
2021-05-10 23:00:00,0.000,271.390,269.149,266.137,92.524,33.658,0.000,0.006,0.626,-7.013,269.442,266.137
2021-05-11 00:00:00,0.000,264.435,268.001,265.893,64.523,8.689,0.000,0.002,0.626,-7.257,268.294,265.893
2021-05-11 01:00:00,0.000,262.865,269.057,265.837,96.547,32.529,0.000,0.001,0.626,-7.313,269.350,265.837
2021-05-11 02:00:00,0.000,257.258,269.011,265.810,91.886,28.531,0.000,0.001,0.626,-7.340,269.304,265.810
2021-05-11 03:00:00,0.000,256.593,268.965,265.396,98.444,32.305,0.000,0.000,0.626,-7.754,269.258,265.396
2021-05-11 04:00:00,0.000,246.868,268.919,264.768,112.232,34.922,0.000,0.000,0.626,-8.382,269.212,264.768
2021-05-11 05:00:00,0.000,244.219,268.872,264.491,117.137,34.509,0.000,0.000,0.626,-8.659,269.165,264.491
2021-05-11 06:00:00,0.000,248.060,268.826,264.108,120.159,32.837,0.000,0.000,0.626,-9.042,269.119,264.108
2021-05-11 07:00:00,0.000,243.190,268.780,263.730,116.429,29.703,-0.000,-0.000,0.626,-9.420,269.073,263.730
2021-05-11 08:00:00,0.000,237.155,268.734,263.120,118.524,27.166,0.000,0.000,0.626,-10.030,269.027,263.120
2021-05-11 09:00:00,0.000,232.390,268.688,262.490,125.889,26.125,0.000,0.000,0.626,-10.660,268.981,262.490
2021-05-11 10:00:00,17.793,223.072,268.642,262.319,144.601,29.420,0.000,0.000,0.626,-10.831,268.935,262.319
2021-05-11 11:00:00,15.275,215.070,268.595,262.258,146.731,29.783,0.000,0.000,0.626,-10.892,268.888,262.258
2021-05-11 12:00:00,1.419,211.238,268.549,261.344,169.471,30.243,0.000,0.000,0.626,-11.806,268.842,261.344
2021-05-11 13:00:00,0.000,204.301,268.503,260.963,172.035,29.331,0.000,0.000,0.626,-12.187,268.796,260.963
2021-05-11 14:00:00,0.000,199.579,268.457,260.699,183.099,30.337,0.000,0.000,0.626,-12.451,268.750,260.699
2021-05-11 15:00:00,0.000,196.649,267.757,260.685,170.353,30.950,0.000,0.000,0.626,-12.465,268.050,260.685
2021-05-11 16:00:00,0.000,197.385,267.957,260.444,179.423,30.683,0.000,0.000,0.626,-12.706,268.250,260.444
2021-05-11 17:00:00,0.000,195.525,267.557,259.988,175.333,29.753,0.000,0.000,0.626,-13.162,267.850,259.988
2021-05-11 18:00:00,0.000,193.829,267.157,259.720,172.392,29.772,0.000,0.000,0.626,-13.430,267.450,259.720
2021-05-11 19:00:00,0.000,190.155,266.857,259.624,171.394,30.433,0.000,0.000,0.626,-13.526,267.150,259.624
2021-05-11 20:00:00,0.000,189.575,266.557,259.578,171.325,31.523,0.000,0.000,0.626,-13.572,266.850,259.578
2021-05-11 21:00:00,0.000,187.269,266.357,259.604,176.940,28.836,0.000,0.000,0.626,-13.546,266.650,259.604
2021-05-11 22:00:00,0.000,184.806,265.957,259.773,180.489,29.928,0.000,0.000,0.626,-13.377,266.250,259.773
2021-05-11 23:00:00,0.000,182.170,265.257,259.537,158.778,25.611,0.000,0.000,0.626,-13.613,265.550,259.537
2021-05-12 00:00:00,0.000,180.486,264.710,259.140,147.891,9.517,0.000,0.000,0.626,-14.010,265.003,259.140
2021-05-12 01:00:00,0.000,183.078,265.457,258.917,170.423,20.710,0.000,0.000,0.626,-14.233,265.750,258.917
2021-05-12 02:00:00,0.000,182.281,264.757,258.259,154.060,21.959,0.000,0.000,0.626,-14.891,265.050,258.259
2021-05-12 03:00:00,0.000,184.524,264.757,257.772,160.329,20.380,0.000,0.000,0.626,-15.378,265.050,257.772
2021-05-12 04:00:00,0.000,185.700,264.657,257.264,161.416,14.931,0.000,0.000,0.626,-15.886,264.950,257.264
2021-05-12 05:00:00,0.000,185.087,263.957,256.637,147.823,10.938,0.000,0.000,0.626,-16.513,264.250,256.637
2021-05-12 06:00:00,0.000,184.530,263.457,256.436,140.662,13.108,0.000,0.000,0.626,-16.714,263.750,256.436
2021-05-12 07:00:00,0.000,186.268,264.157,256.334,154.557,12.040,0.000,0.000,0.626,-16.816,264.450,256.334
2021-05-12 08:00:00,0.000,189.459,264.757,256.292,155.128,12.173,0.000,0.000,0.626,-16.858,265.050,256.292
2021-05-12 09:00:00,0.000,188.677,264.457,256.220,147.896,13.103,0.000,0.000,0.626,-16.930,264.750,256.220
2021-05-12 10:00:00,20.783,188.364,263.557,255.862,130.903,7.879,0.000,0.000,0.626,-17.288,263.850,255.862
2021-05-12 11:00:00,15.347,190.819,264.157,255.288,144.024,13.124,0.000,0.000,0.626,-17.862,264.450,255.288
2021-05-12 12:00:00,0.828,191.912,264.357,254.848,145.363,15.113,0.000,0.000,0.626,-18.302,264.650,254.848
2021-05-12 13:00:00,0.000,192.771,264.357,254.642,151.516,16.423,0.000,0.000,0.626,-18.508,264.650,254.642
2021-05-12 14:00:00,0.000,194.825,264.457,254.629,159.845,16.563,0.000,0.000,0.626,-18.521,264.750,254.629
2021-05-12 15:00:00,0.000,193.272,263.957,254.522,157.167,17.515,0.000,0.000,0.626,-18.628,264.250,254.522
2021-05-12 16:00:00,0.000,197.069,264.657,254.634,170.356,14.710,0.000,0.000,0.626,-18.516,264.950,254.634
2021-05-12 17:00:00,0.000,196.249,264.157,254.944,153.441,8.474,0.000,0.000,0.626,-18.206,264.450,254.944
2021-05-12 18:00:00,0.000,203.733,264.457,255.670,140.612,6.068,0.000,0.000,0.626,-17.480,264.750,255.670
2021-05-12 19:00:00,0.000,226.301,264.257,255.623,130.069,0.144,0.000,0.000,0.626,-17.527,264.550,255.623
2021-05-12 20:00:00,0.000,220.703,262.557,255.050,102.993,6.022,0.000,0.000,0.626,-18.100,262.850,255.050
2021-05-12 21:00:00,0.000,213.212,263.057,254.901,98.592,8.956,0.000,0.000,0.626,-18.249,263.350,254.901
2021-05-12 22:00:00,0.000,208.060,263.357,254.326,131.149,15.007,0.000,0.000,0.626,-18.824,263.650,254.326
2021-05-12 23:00:00,0.000,205.143,263.457,254.533,133.787,11.726,0.000,0.000,0.626,-18.617,263.750,254.533
2021-05-13 00:00:00,0.000,190.847,261.117,254.016,105.516,5.234,-0.000,-0.000,0.626,-19.134,261.410,254.016
2021-05-13 01:00:00,0.000,197.001,262.657,253.783,127.841,10.403,-0.000,-0.000,0.626,-19.367,262.950,253.783
2021-05-13 02:00:00,0.000,197.006,263.657,253.523,126.945,8.816,-0.000,-0.000,0.626,-19.627,263.950,253.523
2021-05-13 03:00:00,0.000,192.050,262.957,252.843,127.420,11.265,-0.000,-0.000,0.626,-20.307,263.250,252.843
2021-05-13 04:00:00,0.000,189.622,262.157,251.902,129.894,16.464,0.000,0.000,0.626,-21.248,262.450,251.902
2021-05-13 05:00:00,0.000,184.702,261.057,251.572,124.766,13.757,0.000,0.000,0.626,-21.578,261.350,251.572
2021-05-13 06:00:00,0.000,186.131,261.957,251.251,133.367,12.018,0.000,0.000,0.626,-21.899,262.250,251.251
2021-05-13 07:00:00,0.000,176.734,261.257,251.001,153.058,9.708,-0.000,-0.000,0.626,-22.149,261.550,251.001
2021-05-13 08:00:00,0.000,172.312,259.957,250.879,143.528,10.928,-0.000,-0.000,0.626,-22.271,260.250,250.879
2021-05-13 09:00:00,0.000,171.167,259.057,251.145,126.018,5.202,-0.000,-0.000,0.626,-22.005,259.350,251.145
2021-05-13 10:00:00,19.814,171.370,259.157,250.395,144.404,6.110,-0.000,-0.000,0.626,-22.755,259.450,250.395
2021-05-13 11:00:00,12.614,174.544,258.557,250.298,133.439,6.750,0.000,0.000,0.626,-22.852,258.850,250.298
2021-05-13 12:00:00,0.329,166.477,258.557,249.893,131.881,8.886,0.000,0.000,0.626,-23.257,258.850,249.893
2021-05-13 13:00:00,0.000,169.620,258.757,250.279,126.070,5.898,0.000,0.000,0.626,-22.871,259.050,250.279
2021-05-13 14:00:00,0.000,175.393,257.557,249.338,121.709,6.298,0.000,0.000,0.626,-23.812,257.850,249.338
2021-05-13 15:00:00,0.000,171.628,257.757,249.260,129.145,4.573,0.000,0.000,0.626,-23.890,258.050,249.260
2021-05-13 16:00:00,0.000,166.274,256.857,249.325,116.473,4.095,0.000,0.000,0.626,-23.825,257.150,249.325
2021-05-13 17:00:00,0.000,170.258,257.257,249.100,125.176,5.469,0.000,0.000,0.626,-24.050,257.550,249.100
2021-05-13 18:00:00,0.000,167.604,257.857,248.799,134.583,13.992,0.000,0.000,0.626,-24.351,258.150,248.799
2021-05-13 19:00:00,0.000,165.345,257.857,248.533,127.643,13.604,0.000,0.000,0.626,-24.617,258.150,248.533
2021-05-13 20:00:00,0.000,167.586,258.157,248.147,138.164,16.261,-0.000,-0.000,0.626,-25.003,258.450,248.147
2021-05-13 21:00:00,0.000,172.744,259.357,248.693,138.847,16.876,-0.000,-0.000,0.626,-24.457,259.650,248.693
2021-05-13 22:00:00,0.000,178.837,258.957,249.393,149.793,18.227,0.000,0.000,0.626,-23.757,259.250,249.393
2021-05-13 23:00:00,0.000,177.735,257.357,251.057,92.769,8.315,0.000,0.001,0.626,-22.093,257.650,251.057
2021-05-14 00:00:00,0.000,198.999,258.976,250.773,126.658,17.964,0.000,0.001,0.626,-22.377,259.269,250.773
2021-05-14 01:00:00,0.000,210.386,258.457,250.378,125.947,19.978,0.000,0.001,0.626,-22.772,258.750,250.378
2021-05-14 02:00:00,0.000,191.609,258.357,250.218,127.764,20.121,0.000,0.002,0.626,-22.932,258.650,250.218
2021-05-14 03:00:00,0.000,187.130,258.957,249.808,138.207,19.364,0.000,0.003,0.626,-23.342,259.250,249.808
2021-05-14 04:00:00,0.000,194.853,259.257,251.239,118.021,18.054,0.000,0.003,0.626,-21.911,259.550,251.239
2021-05-14 05:00:00,0.000,198.813,259.657,251.840,115.543,10.286,0.000,0.005,0.626,-21.310,259.950,251.840
2021-05-14 06:00:00,0.000,204.108,259.657,251.843,118.632,10.553,0.000,0.006,0.626,-21.307,259.950,251.843
2021-05-14 07:00:00,0.000,237.992,259.857,252.000,122.844,12.674,0.000,0.027,0.626,-21.150,260.150,252.000
2021-05-14 08:00:00,0.000,235.755,259.657,251.985,126.070,15.493,0.000,0.035,0.626,-21.165,259.950,251.985
2021-05-14 09:00:00,0.000,228.122,259.657,251.817,134.034,16.839,0.000,0.036,0.626,-21.333,259.950,251.817
2021-05-14 10:00:00,13.135,227.674,259.357,253.660,101.666,11.692,0.000,0.043,0.626,-19.490,259.650,253.660
2021-05-14 11:00:00,7.634,231.902,259.357,252.658,129.251,24.747,0.000,0.051,0.626,-20.492,259.650,252.658
2021-05-14 12:00:00,0.054,246.706,259.457,253.489,116.449,24.995,0.000,0.066,0.626,-19.661,259.750,253.489
2021-05-14 13:00:00,0.000,249.334,259.557,253.614,110.578,23.858,0.000,0.085,0.626,-19.536,259.850,253.614
2021-05-14 14:00:00,0.000,250.607,259.557,254.420,92.845,16.797,0.000,0.110,0.626,-18.730,259.850,254.420
2021-05-14 15:00:00,0.000,250.654,259.657,254.326,91.140,16.376,0.000,0.135,0.626,-18.824,259.950,254.326
2021-05-14 16:00:00,0.000,254.110,259.757,254.734,87.274,17.781,0.000,0.164,0.626,-18.416,260.050,254.734
2021-05-14 17:00:00,0.000,260.094,260.257,254.939,95.679,16.546,0.000,0.207,0.626,-18.211,260.550,254.939
2021-05-14 18:00:00,0.000,261.071,260.457,255.183,102.306,17.833,0.000,0.246,0.626,-17.967,260.750,255.183
2021-05-14 19:00:00,0.000,262.993,260.657,255.628,105.910,24.864,0.000,0.254,0.626,-17.522,260.950,255.628
2021-05-14 20:00:00,0.000,264.588,260.857,256.453,109.210,22.198,0.000,0.257,0.626,-16.697,261.150,256.453
2021-05-14 21:00:00,0.000,264.614,261.157,257.257,115.596,26.774,0.000,0.255,0.626,-15.893,261.450,257.257
2021-05-14 22:00:00,0.000,261.033,261.057,257.541,115.504,27.604,0.000,0.234,0.626,-15.609,261.350,257.541
2021-05-14 23:00:00,0.000,263.934,261.457,257.637,135.180,36.519,0.000,0.198,0.626,-15.513,261.750,257.637
2021-05-15 00:00:00,0.000,262.788,261.659,258.028,134.709,34.502,0.000,0.174,0.626,-15.122,261.952,258.028
2021-05-15 01:00:00,0.000,258.910,261.557,258.300,127.107,33.588,0.000,0.155,0.626,-14.850,261.850,258.300
2021-05-15 02:00:00,0.000,260.262,261.757,258.507,133.013,33.671,0.000,0.189,0.626,-14.643,262.050,258.507
2021-05-15 03:00:00,0.000,251.182,261.557,258.698,119.664,27.123,0.000,0.113,0.626,-14.452,261.850,258.698
2021-05-15 04:00:00,0.000,250.692,261.657,258.858,117.754,26.375,0.000,0.117,0.626,-14.292,261.950,258.858
2021-05-15 05:00:00,0.000,251.413,261.857,258.773,129.875,31.939,0.000,0.093,0.626,-14.377,262.150,258.773
2021-05-15 06:00:00,0.000,243.737,261.757,258.834,123.083,28.813,0.000,0.082,0.626,-14.316,262.050,258.834
2021-05-15 07:00:00,0.000,249.348,261.857,258.931,122.340,28.864,0.000,0.127,0.626,-14.219,262.150,258.931
2021-05-15 08:00:00,0.000,245.947,261.757,258.819,125.484,29.484,0.000,0.075,0.626,-14.331,262.050,258.819
2021-05-15 09:00:00,0.000,243.383,261.757,258.629,129.846,31.981,0.000,0.058,0.626,-14.521,262.050,258.629
2021-05-15 10:00:00,10.403,236.147,261.757,258.931,125.852,28.628,0.000,0.044,0.626,-14.219,262.050,258.931
2021-05-15 11:00:00,5.418,238.182,261.757,259.020,124.278,27.461,0.000,0.051,0.626,-14.130,262.050,259.020
2021-05-15 12:00:00,0.001,242.945,261.657,259.220,107.687,18.690,0.000,0.053,0.626,-13.930,261.950,259.220
2021-05-15 13:00:00,0.000,238.114,261.557,259.301,96.012,16.488,0.000,0.099,0.626,-13.849,261.850,259.301
2021-05-15 14:00:00,0.000,236.622,261.957,259.519,100.081,21.742,0.000,0.113,0.626,-13.631,262.250,259.519
2021-05-15 15:00:00,0.000,236.955,262.457,259.696,109.185,27.576,0.000,0.076,0.626,-13.454,262.750,259.696
2021-05-15 16:00:00,0.000,255.929,263.357,259.846,134.081,46.060,0.000,0.085,0.626,-13.304,263.650,259.846
2021-05-15 17:00:00,0.000,263.083,263.757,259.867,140.981,46.567,0.000,0.090,0.626,-13.283,264.050,259.867
2021-05-15 18:00:00,0.000,262.481,264.057,259.877,141.909,43.613,0.000,0.080,0.626,-13.273,264.350,259.877
