time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO,TSKIN_degC,T_obs,TSKIN_final
2021-01-01 00:00:00,0.000,227.835,269.547,259.909,98.998,13.160,0.000,0.034,0.626,-13.241,269.840,259.909
2021-01-01 01:00:00,0.000,224.317,269.557,260.668,84.752,12.215,0.000,0.021,0.626,-12.482,269.850,260.668
2021-01-01 02:00:00,0.000,221.855,269.257,261.791,62.313,10.693,0.000,0.008,0.626,-11.359,269.550,261.791
2021-01-01 03:00:00,0.000,219.494,269.457,262.515,36.222,6.684,0.000,0.004,0.626,-10.635,269.750,262.515
2021-01-01 04:00:00,0.000,221.358,269.557,264.961,16.074,4.481,0.000,0.002,0.626,-8.189,269.850,264.961
2021-01-01 05:00:00,0.000,225.786,269.457,265.634,7.685,1.758,0.000,0.011,0.626,-7.516,269.750,265.634
2021-01-01 06:00:00,0.000,212.418,268.657,267.032,2.192,0.329,0.000,0.033,0.626,-6.118,268.950,267.032
2021-01-01 07:00:00,0.000,200.826,268.857,267.696,2.007,-0.601,-0.000,-0.001,0.626,-5.454,269.150,267.696
2021-01-01 08:00:00,0.000,203.207,268.757,268.506,0.977,-3.914,0.000,0.012,0.626,-4.644,269.050,268.506
2021-01-01 09:00:00,0.000,217.801,269.457,269.236,1.101,-6.358,0.000,0.016,0.626,-3.914,269.750,269.236
2021-01-01 10:00:00,0.000,220.384,268.757,269.069,-1.790,-7.350,0.000,0.024,0.626,-4.081,269.050,269.069
2021-01-01 11:00:00,0.000,218.702,268.957,269.137,-1.146,-8.175,0.000,0.022,0.626,-4.013,269.250,269.137
2021-01-01 12:00:00,0.000,219.736,268.957,269.129,-1.086,-8.094,0.000,0.028,0.626,-4.021,269.250,269.129
2021-01-01 13:00:00,556.238,219.754,269.257,267.910,9.087,-2.976,0.000,0.013,0.626,-5.240,269.550,267.910
2021-01-01 14:00:00,541.727,228.801,269.357,266.942,15.318,2.967,0.000,0.005,0.626,-6.208,269.650,266.942
2021-01-01 15:00:00,465.751,222.092,269.657,265.310,31.483,9.271,0.000,0.004,0.626,-7.840,269.950,265.310
2021-01-01 16:00:00,355.789,215.408,269.357,263.766,42.976,9.845,0.000,0.001,0.626,-9.384,269.650,263.766
2021-01-01 17:00:00,245.757,225.123,269.457,262.208,43.328,7.655,0.000,0.000,0.626,-10.942,269.750,262.208
2021-01-01 18:00:00,187.870,210.119,269.557,260.862,47.123,6.943,-0.000,-0.000,0.626,-12.288,269.850,260.862
2021-01-01 19:00:00,117.367,203.157,269.757,259.730,59.842,7.664,0.000,0.000,0.626,-13.419,270.050,259.730
2021-01-01 20:00:00,65.630,204.923,269.157,258.824,68.727,8.803,0.000,0.000,0.626,-14.326,269.450,258.824
2021-01-01 21:00:00,0.000,209.445,269.957,258.194,78.533,10.058,0.000,0.000,0.626,-14.956,270.250,258.194
2021-01-01 22:00:00,0.000,209.481,267.957,258.048,102.078,13.187,0.000,0.000,0.626,-15.102,268.250,258.048
2021-01-01 23:00:00,0.000,204.560,266.557,258.013,87.244,13.071,0.000,0.000,0.626,-15.137,266.850,258.013
2021-01-02 00:00:00,0.000,209.413,268.040,258.352,100.035,13.220,0.000,0.000,0.626,-14.798,268.333,258.352
2021-01-02 01:00:00,0.000,201.805,265.857,259.094,65.105,12.323,0.000,0.000,0.626,-14.056,266.150,259.094
2021-01-02 02:00:00,0.000,199.028,265.257,260.180,42.170,9.605,0.000,0.000,0.626,-12.970,265.550,260.180
2021-01-02 03:00:00,0.000,192.779,263.857,261.498,19.798,3.346,0.000,0.000,0.626,-11.652,264.150,261.498
2021-01-02 04:00:00,0.000,197.662,265.957,262.913,21.235,4.711,0.000,0.000,0.626,-10.237,266.250,262.913
2021-01-02 05:00:00,0.000,189.745,264.357,264.366,-0.048,-7.469,0.000,0.000,0.626,-8.784,264.650,264.366
2021-01-02 06:00:00,0.000,186.839,263.757,265.809,-24.820,-15.495,0.000,0.000,0.626,-7.341,264.050,265.809
2021-01-02 07:00:00,0.000,193.787,266.057,267.144,-10.381,-12.237,0.000,0.000,0.626,-6.006,266.350,267.144
2021-01-02 08:00:00,0.000,189.178,265.757,267.931,-4.420,-2.605,-0.000,-0.000,0.626,-5.219,266.050,267.931
2021-01-02 09:00:00,0.000,192.523,267.057,268.318,-12.576,-12.782,0.000,0.000,0.626,-4.832,267.350,268.318
2021-01-02 10:00:00,0.000,198.745,269.857,268.278,3.496,-1.978,-0.000,-0.000,0.626,-4.872,270.150,268.278
2021-01-02 11:00:00,0.000,205.727,270.957,268.114,11.086,-2.366,-0.000,-0.000,0.626,-5.036,271.250,268.114
2021-01-02 12:00:00,0.000,205.791,270.757,268.022,15.780,0.136,0.000,0.000,0.626,-5.128,271.050,268.022
2021-01-02 13:00:00,572.477,213.175,270.857,267.265,23.062,1.936,0.000,0.000,0.626,-5.885,271.150,267.265
2021-01-02 14:00:00,560.163,205.705,271.657,265.819,31.940,6.168,-0.000,-0.000,0.626,-7.331,271.950,265.819
2021-01-02 15:00:00,481.153,206.878,272.257,264.299,40.711,6.560,-0.000,-0.000,0.626,-8.851,272.550,264.299
2021-01-02 16:00:00,384.601,207.732,272.457,262.847,52.465,7.004,-0.000,-0.000,0.626,-10.303,272.750,262.847
2021-01-02 17:00:00,283.826,211.285,272.157,261.456,58.907,7.558,-0.000,-0.000,0.626,-11.694,272.450,261.456
2021-01-02 18:00:00,191.461,212.533,271.357,260.105,68.775,8.825,0.000,0.000,0.626,-13.045,271.650,260.105
2021-01-02 19:00:00,116.950,213.508,271.257,258.831,99.707,12.796,0.000,0.000,0.626,-14.319,271.550,258.831
2021-01-02 20:00:00,64.932,213.957,270.657,257.855,114.207,14.654,0.000,0.000,0.626,-15.294,270.950,257.855
2021-01-02 21:00:00,23.341,213.216,269.957,257.289,116.414,14.938,0.000,0.000,0.626,-15.861,270.250,257.289
2021-01-02 22:00:00,0.000,208.163,268.557,257.424,123.223,15.801,0.000,0.000,0.626,-15.726,268.850,257.424
2021-01-02 23:00:00,0.000,205.502,268.257,257.338,121.796,15.623,0.000,0.000,0.626,-15.812,268.550,257.338
2021-01-03 00:00:00,0.000,202.426,268.050,257.637,120.608,15.473,0.000,0.000,0.626,-15.513,268.343,257.637
2021-01-03 01:00:00,0.000,193.261,265.657,258.304,95.012,11.075,0.000,0.000,0.626,-14.846,265.950,258.304
2021-01-03 02:00:00,0.000,194.044,266.057,259.373,82.991,4.986,0.000,0.000,0.626,-13.777,266.350,259.373
2021-01-03 03:00:00,0.000,190.955,266.057,260.677,64.658,-3.578,0.000,0.000,0.626,-12.473,266.350,260.677
2021-01-03 04:00:00,0.000,188.498,265.457,262.116,37.473,-11.100,0.000,0.000,0.626,-11.034,265.750,262.116
2021-01-03 05:00:00,0.000,185.432,265.457,263.561,21.310,-14.415,0.000,0.000,0.626,-9.589,265.750,263.561
2021-01-03 06:00:00,0.000,182.608,264.457,264.888,-4.743,-14.117,0.000,0.000,0.626,-8.262,264.750,264.888
2021-01-03 07:00:00,0.000,185.873,265.457,266.044,-6.229,-13.625,0.000,0.000,0.626,-7.106,265.750,266.044
2021-01-03 08:00:00,0.000,188.543,266.657,266.967,-2.765,-11.443,0.000,0.000,0.626,-6.183,266.950,266.967
2021-01-03 09:00:00,0.000,193.341,267.957,267.664,2.022,-8.843,0.000,0.000,0.626,-5.486,268.250,267.664
2021-01-03 10:00:00,0.000,192.628,268.757,268.135,2.974,-6.122,0.000,0.000,0.626,-5.015,269.050,268.135
2021-01-03 11:00:00,0.000,193.247,268.857,268.055,2.589,-4.138,0.000,0.000,0.626,-5.095,269.150,268.055
2021-01-03 12:00:00,0.000,195.411,269.357,267.610,2.349,-1.724,0.000,0.000,0.626,-5.540,269.650,267.610
2021-01-03 13:00:00,579.632,198.062,269.857,266.819,4.087,-1.725,0.000,0.000,0.626,-6.331,270.150,266.819
2021-01-03 14:00:00,558.781,210.468,271.757,265.752,11.083,0.652,0.000,0.000,0.626,-7.398,272.050,265.752
2021-01-03 15:00:00,480.621,205.498,271.957,264.545,21.342,3.129,0.000,0.000,0.626,-8.605,272.250,264.545
2021-01-03 16:00:00,382.707,205.622,271.757,263.212,39.850,5.982,0.000,0.000,0.626,-9.938,272.050,263.212
2021-01-03 17:00:00,282.248,212.150,272.057,261.811,51.322,6.586,0.000,0.000,0.626,-11.339,272.350,261.811
2021-01-03 18:00:00,190.034,216.730,272.257,260.424,66.668,8.553,0.000,0.000,0.626,-12.726,272.550,260.424
2021-01-03 19:00:00,114.669,214.137,270.757,259.158,97.791,12.544,0.000,0.000,0.626,-13.992,271.050,259.158
2021-01-03 20:00:00,62.104,214.495,269.657,258.323,109.042,13.984,0.000,0.000,0.626,-14.827,269.950,258.323
2021-01-03 21:00:00,22.538,218.522,270.057,257.755,115.248,14.776,0.000,0.000,0.626,-15.395,270.350,257.755
2021-01-03 22:00:00,0.000,216.365,268.857,257.657,116.142,14.885,0.000,0.000,0.626,-15.493,269.150,257.657
2021-01-03 23:00:00,0.000,212.607,267.857,257.737,117.164,15.018,0.000,0.000,0.626,-15.413,268.150,257.737
2021-01-04 00:00:00,0.000,209.898,267.444,257.865,110.595,14.801,0.000,0.000,0.626,-15.285,267.737,257.865
2021-01-04 01:00:00,0.000,209.141,267.657,258.456,102.073,14.223,0.000,0.000,0.626,-14.694,267.950,258.456
2021-01-04 02:00:00,0.000,199.429,265.157,259.548,56.514,12.917,0.000,0.000,0.626,-13.602,265.450,259.548
2021-01-04 03:00:00,0.000,190.808,262.557,260.707,16.664,-1.112,0.000,0.000,0.626,-12.443,262.850,260.707
2021-01-04 04:00:00,0.000,190.854,263.957,262.276,13.435,-0.541,0.000,0.000,0.626,-10.874,264.250,262.276
2021-01-04 05:00:00,0.000,182.714,262.057,263.663,-16.292,-13.009,0.000,0.000,0.626,-9.487,262.350,263.663
2021-01-04 06:00:00,0.000,186.238,263.457,265.235,-21.858,-15.768,0.000,0.000,0.626,-7.915,263.750,265.235
2021-01-04 07:00:00,0.000,188.514,264.057,266.357,-4.172,-2.327,0.000,0.000,0.626,-6.793,264.350,266.357
2021-01-04 08:00:00,0.000,186.892,264.757,267.387,-20.941,-10.210,0.000,0.000,0.626,-5.763,265.050,267.387
2021-01-04 09:00:00,0.000,187.230,265.457,267.747,-30.659,-17.174,0.000,0.000,0.626,-5.403,265.750,267.747
2021-01-04 10:00:00,0.000,189.718,266.657,267.608,-7.320,-9.869,0.000,0.000,0.626,-5.542,266.950,267.608
2021-01-04 11:00:00,0.000,192.199,267.557,267.388,0.917,-6.936,0.000,0.000,0.626,-5.762,267.850,267.388
2021-01-04 12:00:00,0.000,201.416,268.357,266.797,8.096,-6.654,0.000,0.000,0.626,-6.353,268.650,266.797
2021-01-04 13:00:00,563.486,197.208,268.957,265.965,17.338,-2.062,0.000,0.000,0.626,-7.185,269.250,265.965
2021-01-04 14:00:00,559.368,198.179,269.557,264.922,22.309,3.032,0.000,0.000,0.626,-8.228,269.850,264.922
2021-01-04 15:00:00,480.488,199.816,269.857,263.640,28.402,5.859,0.000,0.000,0.626,-9.510,270.150,263.640
2021-01-04 16:00:00,382.271,201.960,270.357,262.234,37.678,5.951,0.000,0.000,0.626,-10.916,270.650,262.234
2021-01-04 17:00:00,280.856,202.655,270.357,260.778,47.724,6.393,0.000,0.000,0.626,-12.372,270.650,260.778
2021-01-04 18:00:00,186.362,200.290,269.157,259.504,48.836,6.490,0.000,0.000,0.626,-13.646,269.450,259.504
2021-01-04 19:00:00,109.224,202.666,268.857,258.403,52.302,6.708,0.000,0.000,0.626,-14.747,269.150,258.403
2021-01-04 20:00:00,58.941,201.098,268.157,257.499,56.906,7.296,0.000,0.000,0.626,-15.651,268.450,257.499
2021-01-04 21:00:00,22.832,199.773,267.457,256.913,64.001,8.202,0.000,0.000,0.626,-16.237,267.750,256.913
2021-01-04 22:00:00,0.000,201.482,267.257,256.426,103.563,13.265,0.000,0.000,0.626,-16.724,267.550,256.426
2021-01-04 23:00:00,0.000,203.103,267.257,256.440,111.618,14.302,0.000,0.000,0.626,-16.710,267.550,256.440
2021-01-05 00:00:00,0.000,206.721,268.135,256.983,115.717,14.824,0.000,0.000,0.626,-16.167,268.428,256.983
2021-01-05 01:00:00,0.000,199.677,265.857,257.772,89.851,14.234,0.000,0.000,0.626,-15.378,266.150,257.772
2021-01-05 02:00:00,0.000,205.640,268.157,258.920,101.653,14.098,0.000,0.000,0.626,-14.230,268.450,258.920
2021-01-05 03:00:00,0.000,205.320,268.357,260.249,88.947,14.059,0.000,0.000,0.626,-12.901,268.650,260.249
2021-01-05 04:00:00,0.000,201.668,267.457,261.581,68.344,14.866,-0.000,-0.000,0.626,-11.569,267.750,261.581
2021-01-05 05:00:00,0.000,199.563,267.357,263.016,46.299,9.254,0.000,0.000,0.626,-10.134,267.650,263.016
2021-01-05 06:00:00,0.000,201.361,268.157,264.409,36.917,5.407,0.000,0.000,0.626,-8.741,268.450,264.409
2021-01-05 07:00:00,0.000,203.881,268.357,265.641,25.092,1.346,-0.000,-0.000,0.626,-7.509,268.650,265.641
2021-01-05 08:00:00,0.000,203.852,268.857,266.956,15.731,-3.701,-0.000,-0.001,0.626,-6.194,269.150,266.956
2021-01-05 09:00:00,0.000,209.610,269.157,267.445,14.199,-9.187,0.000,0.000,0.626,-5.705,269.450,267.445
2021-01-05 10:00:00,0.000,211.580,268.657,267.730,7.591,-7.375,0.000,0.001,0.626,-5.420,268.950,267.730
2021-01-05 11:00:00,0.000,215.666,268.957,267.334,13.946,0.114,0.000,0.001,0.626,-5.816,269.250,267.334
2021-01-05 12:00:00,0.000,232.879,270.757,267.130,34.592,10.062,0.000,0.002,0.626,-6.020,271.050,267.130
2021-01-05 13:00:00,560.310,230.381,270.857,267.200,37.843,12.989,0.000,0.003,0.626,-5.950,271.150,267.200
2021-01-05 14:00:00,535.136,242.446,271.157,266.280,54.465,14.329,0.000,0.002,0.626,-6.870,271.450,266.280
2021-01-05 15:00:00,453.965,228.843,271.157,264.731,79.770,15.930,0.000,0.002,0.626,-8.419,271.450,264.731
2021-01-05 16:00:00,364.770,227.126,271.257,263.240,109.353,17.512,0.000,0.001,0.626,-9.910,271.550,263.240
2021-01-05 17:00:00,261.875,230.497,271.257,262.584,128.752,19.065,0.000,0.000,0.626,-10.566,271.550,262.584
2021-01-05 18:00:00,168.814,237.307,271.357,261.363,159.589,20.504,0.000,0.001,0.626,-11.787,271.650,261.363
2021-01-05 19:00:00,97.455,240.359,271.357,260.799,166.383,21.365,0.000,0.000,0.626,-12.351,271.650,260.799
2021-01-05 20:00:00,49.054,246.740,271.157,260.117,164.513,21.120,0.000,0.000,0.626,-13.033,271.450,260.117
2021-01-05 21:00:00,18.045,245.881,270.957,260.301,163.969,21.050,0.000,0.001,0.626,-12.849,271.250,260.301
2021-01-05 22:00:00,0.000,260.797,270.957,260.902,160.469,20.601,0.000,0.001,0.626,-12.248,271.250,260.902
2021-01-05 23:00:00,0.000,268.097,271.057,260.966,161.617,20.749,0.000,0.000,0.626,-12.184,271.350,260.966
2021-01-06 00:00:00,0.000,258.730,271.144,261.177,158.230,20.383,0.000,0.002,0.626,-11.973,271.437,261.177
2021-01-06 01:00:00,0.000,265.537,270.957,262.036,135.684,19.522,0.000,0.010,0.626,-11.114,271.250,262.036
2021-01-06 02:00:00,0.000,264.802,270.857,262.594,118.295,18.384,0.000,0.036,0.626,-10.556,271.150,262.594
2021-01-06 03:00:00,0.000,267.684,270.957,263.792,96.373,17.274,0.000,0.057,0.626,-9.358,271.250,263.792
2021-01-06 04:00:00,0.000,263.639,270.857,264.902,75.545,16.292,0.000,0.100,0.626,-8.248,271.150,264.902
2021-01-06 05:00:00,0.000,265.245,270.857,266.006,56.690,15.011,0.000,0.071,0.626,-7.144,271.150,266.006
2021-01-06 06:00:00,0.000,254.232,270.457,267.142,35.454,13.737,0.000,0.009,0.626,-6.008,270.750,267.142
2021-01-06 07:00:00,0.000,259.942,271.157,268.384,27.415,12.694,0.000,0.005,0.626,-4.766,271.450,268.384
2021-01-06 08:00:00,0.000,264.099,271.257,269.228,19.461,9.845,0.000,0.016,0.626,-3.922,271.550,269.228
2021-01-06 09:00:00,0.000,262.653,271.357,269.976,12.365,-0.205,0.000,0.027,0.626,-3.174,271.650,269.976
2021-01-06 10:00:00,0.000,258.824,271.457,270.100,9.824,-4.285,0.000,0.038,0.626,-3.050,271.750,270.100
2021-01-06 11:00:00,0.000,260.750,271.757,269.607,16.609,3.141,0.000,0.053,0.626,-3.543,272.050,269.607
2021-01-06 12:00:00,0.000,265.545,272.057,269.541,19.254,2.152,0.000,0.062,0.626,-3.609,272.350,269.541
2021-01-06 13:00:00,437.827,269.604,271.857,268.923,23.173,7.972,0.000,0.052,0.626,-4.227,272.150,268.923
2021-01-06 14:00:00,431.523,263.561,271.857,268.234,28.394,10.051,0.000,0.049,0.626,-4.916,272.150,268.234
2021-01-06 15:00:00,355.390,271.051,271.957,267.094,41.189,10.864,0.000,0.030,0.626,-6.056,272.250,267.094
2021-01-06 16:00:00,266.455,267.791,271.857,266.107,51.032,11.381,0.000,0.033,0.626,-7.043,272.150,266.107
2021-01-06 17:00:00,192.032,277.959,271.857,264.703,68.283,12.238,0.000,0.039,0.626,-8.447,272.150,264.703
2021-01-06 18:00:00,124.021,276.908,271.257,264.301,73.005,13.450,0.000,0.037,0.626,-8.849,271.550,264.301
2021-01-06 19:00:00,76.802,264.569,270.757,264.075,85.295,16.343,0.000,0.031,0.626,-9.075,271.050,264.075
2021-01-06 20:00:00,38.877,272.709,270.857,263.340,103.727,17.661,0.000,0.046,0.626,-9.810,271.150,263.340
2021-01-06 21:00:00,15.610,276.308,270.357,263.910,91.787,18.208,0.000,0.074,0.626,-9.240,270.650,263.910
2021-01-06 22:00:00,0.000,276.905,270.957,263.724,109.961,19.426,0.000,0.054,0.626,-9.426,271.250,263.724
2021-01-06 23:00:00,0.000,266.574,270.857,263.530,108.739,18.953,0.000,0.068,0.626,-9.620,271.150,263.530
2021-01-07 00:00:00,0.000,265.827,270.650,263.822,98.793,18.470,0.000,0.040,0.626,-9.328,270.943,263.822
2021-01-07 01:00:00,0.000,265.037,270.257,263.975,86.550,17.582,0.000,0.058,0.626,-9.175,270.550,263.975
2021-01-07 02:00:00,0.000,246.051,270.057,264.710,69.574,16.597,0.000,0.044,0.626,-8.440,270.350,264.710
2021-01-07 03:00:00,0.000,235.948,268.857,265.117,43.761,14.917,0.000,0.018,0.626,-8.033,269.150,265.117
2021-01-07 04:00:00,0.000,232.919,268.457,266.170,27.626,11.500,0.000,0.011,0.626,-6.980,268.750,266.170
2021-01-07 05:00:00,0.000,226.857,269.757,267.070,31.642,13.867,0.000,0.007,0.626,-6.080,270.050,267.070
2021-01-07 06:00:00,0.000,224.289,268.757,268.207,5.371,-9.603,0.000,0.010,0.626,-4.943,269.050,268.207
2021-01-07 07:00:00,0.000,228.291,270.657,269.378,10.315,-5.728,0.000,0.003,0.626,-3.772,270.950,269.378
2021-01-07 08:00:00,0.000,227.379,271.157,269.776,9.033,-8.332,0.000,0.004,0.626,-3.374,271.450,269.776
2021-01-07 09:00:00,0.000,227.352,271.457,270.564,4.721,-6.734,0.000,0.002,0.626,-2.586,271.750,270.564
2021-01-07 10:00:00,0.000,230.667,272.157,270.741,5.209,-4.684,0.000,0.001,0.626,-2.409,272.450,270.741
2021-01-07 11:00:00,0.000,229.452,272.457,269.781,7.060,-3.361,0.000,0.000,0.626,-3.369,272.750,269.781
2021-01-07 12:00:00,0.000,229.226,272.257,269.635,7.081,-3.425,0.000,0.000,0.626,-3.515,272.550,269.635
2021-01-07 13:00:00,568.940,215.184,272.157,268.520,12.199,-1.828,-0.000,-0.000,0.626,-4.630,272.450,268.520
2021-01-07 14:00:00,547.025,213.177,272.157,267.473,18.597,-0.680,0.000,0.000,0.626,-5.677,272.450,267.473
2021-01-07 15:00:00,463.086,216.216,272.357,266.249,28.168,4.853,-0.000,-0.000,0.626,-6.901,272.650,266.249
2021-01-07 16:00:00,360.549,221.474,272.857,265.017,40.032,6.514,0.000,0.000,0.626,-8.133,273.150,265.017
2021-01-07 17:00:00,254.813,236.145,273.857,263.655,67.451,8.608,0.000,0.000,0.626,-9.495,274.150,263.655
2021-01-07 18:00:00,159.115,241.426,273.657,262.319,98.195,12.529,0.000,0.000,0.626,-10.831,273.950,262.319
2021-01-07 19:00:00,93.968,231.484,272.057,261.455,112.222,14.322,0.000,0.000,0.626,-11.695,272.350,261.455
2021-01-07 20:00:00,49.368,231.505,269.957,260.484,107.660,14.500,0.000,0.000,0.626,-12.666,270.250,260.484
2021-01-07 21:00:00,18.998,228.164,270.057,259.799,121.740,15.535,0.000,0.000,0.626,-13.351,270.350,259.799
2021-01-07 22:00:00,0.000,215.365,267.457,259.372,115.340,18.206,0.000,0.000,0.626,-13.778,267.750,259.372
2021-01-07 23:00:00,0.000,212.967,266.757,258.987,111.980,18.392,0.000,0.000,0.626,-14.163,267.050,258.987
2021-01-08 00:00:00,0.000,212.445,267.567,259.192,117.213,17.866,0.000,0.000,0.626,-13.958,267.860,259.192
2021-01-08 01:00:00,0.000,202.788,265.457,259.748,75.753,8.879,0.000,0.000,0.626,-13.402,265.750,259.748
2021-01-08 02:00:00,0.000,205.024,266.857,260.690,78.022,4.801,0.000,0.000,0.626,-12.460,267.150,260.690
2021-01-08 03:00:00,0.000,204.084,266.857,262.021,55.884,-4.033,0.000,0.000,0.626,-11.129,267.150,262.021
2021-01-08 04:00:00,0.000,203.735,267.457,263.601,39.461,-13.064,0.000,0.000,0.626,-9.549,267.750,263.601
2021-01-08 05:00:00,0.000,199.342,267.057,265.043,17.441,-11.057,0.000,0.000,0.626,-8.107,267.350,265.043
2021-01-08 06:00:00,0.000,202.494,267.457,266.611,6.231,-9.394,0.000,0.000,0.626,-6.539,267.750,266.611
2021-01-08 07:00:00,0.000,208.427,268.357,267.694,4.264,-8.209,0.000,0.000,0.626,-5.456,268.650,267.694
2021-01-08 08:00:00,0.000,198.725,268.157,268.538,-2.580,-8.657,0.000,0.000,0.626,-4.612,268.450,268.538
2021-01-08 09:00:00,0.000,196.367,268.057,268.917,-6.852,-10.169,-0.000,-0.000,0.626,-4.233,268.350,268.917
2021-01-08 10:00:00,0.000,201.779,269.357,268.811,3.632,-8.476,0.000,0.000,0.626,-4.339,269.650,268.811
2021-01-08 11:00:00,0.000,199.912,269.857,268.543,9.048,-8.781,-0.000,-0.000,0.626,-4.607,270.150,268.543
2021-01-08 12:00:00,0.000,200.603,270.357,267.994,14.853,-8.017,-0.000,-0.000,0.626,-5.156,270.650,267.994
2021-01-08 13:00:00,574.254,200.488,270.357,267.253,19.665,-7.798,0.000,0.000,0.626,-5.897,270.650,267.253
2021-01-08 14:00:00,554.131,202.637,270.657,266.259,28.729,-0.035,-0.000,-0.000,0.626,-6.891,270.950,266.259
2021-01-08 15:00:00,473.043,204.332,270.857,265.124,33.301,5.765,-0.000,-0.000,0.626,-8.026,271.150,265.124
2021-01-08 16:00:00,372.079,209.284,271.257,263.789,60.446,10.319,-0.000,-0.000,0.626,-9.361,271.550,263.789
2021-01-08 17:00:00,274.319,218.355,272.857,262.454,97.877,12.481,-0.000,-0.000,0.626,-10.696,273.150,262.454
2021-01-08 18:00:00,181.624,218.555,272.457,261.106,111.253,14.181,-0.000,-0.000,0.626,-12.044,272.750,261.106
2021-01-08 19:00:00,105.712,218.110,271.857,259.924,113.153,14.421,0.000,0.000,0.626,-13.226,272.150,259.924
2021-01-08 20:00:00,53.487,219.922,271.457,259.045,125.575,16.002,0.000,0.000,0.626,-14.105,271.750,259.045
2021-01-08 21:00:00,20.000,217.969,270.857,258.476,133.148,16.968,0.000,0.000,0.626,-14.674,271.150,258.476
2021-01-08 22:00:00,0.000,207.005,267.557,258.352,136.767,18.926,0.000,0.000,0.626,-14.798,267.850,258.352
2021-01-08 23:00:00,0.000,205.588,267.257,258.266,134.871,19.108,0.000,0.000,0.626,-14.884,267.550,258.266
2021-01-09 00:00:00,0.000,211.245,269.214,258.565,132.119,16.828,0.000,0.000,0.626,-14.585,269.507,258.565
2021-01-09 01:00:00,0.000,203.749,266.857,259.138,106.299,17.544,0.000,0.000,0.626,-14.012,267.150,259.138
2021-01-09 02:00:00,0.000,204.019,267.557,260.120,95.268,16.320,0.000,0.000,0.626,-13.030,267.850,260.120
2021-01-09 03:00:00,0.000,204.730,266.857,261.394,64.212,4.656,-0.000,-0.000,0.626,-11.756,267.150,261.394
2021-01-09 04:00:00,0.000,200.882,267.057,262.991,42.667,-4.880,-0.000,-0.000,0.626,-10.159,267.350,262.991
2021-01-09 05:00:00,0.000,204.451,267.957,264.512,31.097,-10.494,-0.000,-0.000,0.626,-8.638,268.250,264.512
2021-01-09 06:00:00,0.000,206.468,268.757,266.160,16.973,-8.329,0.000,0.000,0.626,-6.990,269.050,266.160
2021-01-09 07:00:00,0.000,213.150,270.257,267.850,12.449,-6.594,0.000,0.000,0.626,-5.300,270.550,267.850
2021-01-09 08:00:00,0.000,218.383,271.157,268.755,7.073,-3.753,0.000,0.000,0.626,-4.395,271.450,268.755
2021-01-09 09:00:00,0.000,217.741,271.257,269.141,3.308,-1.992,0.000,0.000,0.626,-4.009,271.550,269.141
2021-01-09 10:00:00,0.000,216.220,271.657,269.504,5.394,-3.192,0.000,0.000,0.626,-3.646,271.950,269.504
2021-01-09 11:00:00,0.000,218.646,271.757,269.626,2.859,-1.710,0.000,0.000,0.626,-3.524,272.050,269.626
2021-01-09 12:00:00,0.000,223.296,272.057,269.143,3.912,-1.710,0.000,0.000,0.626,-4.007,272.350,269.143
2021-01-09 13:00:00,548.949,222.527,272.757,268.647,5.515,-0.981,0.000,0.000,0.626,-4.503,273.050,268.647
2021-01-09 14:00:00,521.336,233.744,273.157,267.946,11.066,-0.497,0.000,0.000,0.626,-5.204,273.450,267.946
2021-01-09 15:00:00,443.662,227.503,273.457,266.079,31.829,5.497,0.000,0.000,0.626,-7.071,273.750,266.079
2021-01-09 16:00:00,348.032,229.029,273.357,264.627,41.541,6.064,0.000,0.000,0.626,-8.523,273.650,264.627
2021-01-09 17:00:00,255.435,228.203,273.357,263.161,51.313,6.539,0.000,0.000,0.626,-9.989,273.650,263.161
2021-01-09 18:00:00,165.018,226.994,272.657,261.897,66.669,8.495,0.000,0.000,0.626,-11.253,272.950,261.897
2021-01-09 19:00:00,98.592,229.844,272.957,260.870,100.038,12.740,0.000,0.000,0.626,-12.280,273.250,260.870
2021-01-09 20:00:00,48.592,231.734,272.857,260.096,112.107,14.274,0.000,0.000,0.626,-13.054,273.150,260.096
2021-01-09 21:00:00,18.080,230.116,272.457,259.376,113.642,14.460,0.000,0.000,0.626,-13.774,272.750,259.376
2021-01-09 22:00:00,0.000,231.342,272.157,259.788,121.060,15.400,0.000,0.000,0.626,-13.362,272.450,259.788
2021-01-09 23:00:00,0.000,233.638,271.757,259.735,119.900,15.251,0.000,0.000,0.626,-13.415,272.050,259.735
2021-01-10 00:00:00,0.000,228.550,271.264,260.005,117.431,14.934,0.000,0.000,0.626,-13.145,271.557,260.005
2021-01-10 01:00:00,0.000,229.885,271.057,260.569,115.782,14.718,0.000,0.000,0.626,-12.581,271.350,260.569
2021-01-10 02:00:00,0.000,220.251,269.757,261.474,91.049,13.972,0.000,0.000,0.626,-11.676,270.050,261.474
2021-01-10 03:00:00,0.000,216.025,269.657,262.705,69.567,12.717,0.000,0.000,0.626,-10.445,269.950,262.705
2021-01-10 04:00:00,0.000,212.456,269.257,264.090,45.929,11.296,0.000,0.000,0.626,-9.060,269.550,264.090
2021-01-10 05:00:00,0.000,214.840,270.457,265.562,39.427,0.491,0.000,0.000,0.626,-7.588,270.750,265.562
