2022.00000000,328.89850471
2022.00011416,327.79133423
2022.00022831,337.31279848
2022.00034247,374.72957337
2022.00045662,408.16095767
2022.00057078,434.42256294
2022.00068493,439.46487869
2022.00079909,443.40535514
2022.00091324,447.20267538
2022.00102740,449.13432238
2022.00114155,426.35501786
2022.00125571,415.09755817
2022.00136986,408.22358779
2022.00148402,399.40715418
2022.00159817,386.10871152
2022.00171233,384.61313166
2022.00182648,410.91649388
2022.00194064,439.31409894
2022.00205479,448.75049996
2022.00216895,451.08681226
2022.00228311,449.36683161
2022.00239726,447.33019972
2022.00251142,444.50276359
2022.00262557,423.54891561
2022.00273973,404.77125383
2022.00285388,409.82642912
2022.00296804,425.94183695
2022.00308219,428.43150889
2022.00319635,419.94978077
2022.00331050,410.51390146
2022.00342466,393.55308128
2022.00353881,362.50357650
2022.00365297,329.49160002
2022.00376712,301.75591301
2022.00388128,312.75122556
2022.00399543,291.26429926
2022.00410959,239.63385860
2022.00422374,268.04108326
2022.00433790,344.74340235
2022.00445205,371.91033608
2022.00456621,385.97150307
2022.00468037,376.52011754
2022.00479452,355.94311302
2022.00490868,321.07659829
2022.00502283,345.30161650
2022.00513699,376.92032852
2022.00525114,386.66866168
2022.00536530,379.71212426
2022.00547945,375.07297092
2022.00559361,378.68303295
2022.00570776,367.98628560
2022.00582192,364.13151118
2022.00593607,363.52604423
2022.00605023,365.27127599
2022.00616438,370.69871581
2022.00627854,359.88109006
2022.00639269,349.79919209
2022.00650685,343.40267502
2022.00662100,338.93784709
2022.00673516,313.34609212
2022.00684932,263.17788062
2022.00696347,235.09516396
2022.00707763,205.12293398
2022.00719178,209.63098385
2022.00730594,253.63452478
2022.00742009,314.55361070
2022.00753425,353.98199048
2022.00764840,364.99835773
2022.00776256,373.76153031
2022.00787671,381.25738226
2022.00799087,377.03761751
2022.00810502,375.02556586
2022.00821918,371.05312471
2022.00833333,363.59604976
2022.00844749,362.58280145
2022.00856164,361.42576917
2022.00867580,361.97948333
2022.00878995,364.54066926
2022.00890411,369.50881302
2022.00901826,358.26652635
2022.00913242,328.37589263
2022.00924658,296.00556467
2022.00936073,306.11533187
2022.00947489,303.41082355
2022.00958904,252.10593940
2022.00970320,174.22837814
2022.00981735,123.30333747
2022.00993151,116.95647442
2022.01004566,73.68944724
2022.01015982,74.76059474
2022.01027397,140.06095247
2022.01038813,194.04612613
2022.01050228,225.23343647
2022.01061644,230.15657237
2022.01073059,303.75598341
2022.01084475,311.77009465
2022.01095890,355.08783222
2022.01107306,394.38138347
2022.01118721,421.97240039
2022.01130137,445.46135470
2022.01141553,444.30865995
2022.01152968,420.84476921
2022.01164384,405.25502802
2022.01175799,379.45804180
2022.01187215,327.29920638
2022.01198630,257.07785617
2022.01210046,319.64375616
2022.01221461,299.83079984
2022.01232877,266.71647317
2022.01244292,195.27323846
2022.01255708,129.54682121
2022.01267123,79.59038339
2022.01278539,77.46164325
2022.01289954,120.59324160
2022.01301370,214.95585860
2022.01312785,239.56981897
2022.01324201,272.92757477
2022.01335616,284.35924263
2022.01347032,277.93221212
2022.01358447,282.53816494
2022.01369863,276.94418448
2022.01381279,269.84024153
2022.01392694,269.95786565
2022.01404110,303.78462411
2022.01415525,363.61811040
2022.01426941,384.18733592
2022.01438356,387.83670399
2022.01449772,374.86328629
2022.01461187,360.45085063
2022.01472603,339.15422984
2022.01484018,294.36452278
2022.01495434,300.78114783
2022.01506849,303.64750645
2022.01518265,318.52252494
2022.01529680,325.05340595
2022.01541096,333.95570214
2022.01552511,341.17224751
2022.01563927,347.96737513
2022.01575342,356.45465839
2022.01586758,370.39669251
2022.01598174,383.07396683
2022.01609589,401.61869014
2022.01621005,422.72732228
2022.01632420,433.80404172
2022.01643836,442.52326021
2022.01655251,445.73831347
2022.01666667,448.01483641
2022.01678082,445.04805638
2022.01689498,441.97499994
2022.01700913,436.40577730
2022.01712329,433.82691268
2022.01723744,427.35317767
2022.01735160,409.41161437
2022.01746575,395.95795577
2022.01757991,428.85086948
2022.01769406,390.33074390
2022.01780822,347.28753008
2022.01792237,292.32280083
2022.01803653,249.11969009
2022.01815068,284.64163247
2022.01826484,321.86594497
2022.01837900,359.25284413
2022.01849315,392.16010073
2022.01860731,414.04693928
2022.01872146,433.42442099
2022.01883562,453.65768483
2022.01894977,480.89429815
2022.01906393,489.36136021
2022.01917808,482.50935064
2022.01929224,474.73643884
2022.01940639,468.37465059
2022.01952055,466.12099043
2022.01963470,456.83559867
2022.01974886,445.00273466
2022.01986301,438.30954694
2022.01997717,445.44300176
2022.02009132,437.69600335
2022.02020548,412.37249825
2022.02031963,431.86605657
2022.02043379,379.25549077
2022.02054795,318.88188953
2022.02066210,275.05934929
2022.02077626,295.89379383
2022.02089041,326.52499226
2022.02100457,353.44429444
2022.02111872,383.27351036
2022.02123288,405.15379168
2022.02134703,422.69754785
2022.02146119,435.86468295
2022.02157534,448.68862999
2022.02168950,461.82153842
2022.02180365,467.59669506
2022.02191781,465.89672621
2022.02203196,463.23608682
2022.02214612,458.69024335
2022.02226027,453.10674806
2022.02237443,442.01451930
2022.02248858,433.47227778
2022.02260274,417.46871722
2022.02271689,399.23408286
2022.02283105,380.89045560
2022.02294521,361.73745122
2022.02305936,343.25337002
2022.02317352,282.66541679
2022.02328767,210.77500267
2022.02340183,179.03711177
2022.02351598,212.05434765
2022.02363014,274.85107543
2022.02374429,325.74430626
2022.02385845,373.76445366
2022.02397260,402.87796483
2022.02408676,421.68224174
2022.02420091,438.78568134
2022.02431507,453.41566429
2022.02442922,469.73518988
2022.02454338,473.36719122
2022.02465753,467.41061804
2022.02477169,459.34687200
2022.02488584,448.40562925
2022.02500000,439.85026231
2022.02511416,433.39893066
2022.02522831,421.82072752
2022.02534247,400.61708047
2022.02545662,378.52650597
2022.02557078,374.93896627
2022.02568493,328.98810808
