time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO
2022-01-01 00:00:00,63.282,230.643,262.022,260.587,0.903,1.374,0,0.045,0.733
2022-01-01 01:00:00,105.055,231.556,262.186,260.826,0.977,1.219,0,0.029,0.733
2022-01-01 02:00:00,183.644,218.166,261.988,260.786,1.042,0.847,0,0.008,0.733
2022-01-01 03:00:00,303.849,196.408,261.748,260.179,1.21,0.408,0,0.001,0.733
2022-01-01 04:00:00,418.765,186.007,261.529,260.272,1.391,-0.019,0,0,0.733
2022-01-01 05:00:00,559.987,170.99,261.713,260.872,1.535,-0.416,0,0,0.733
2022-01-01 06:00:00,665.818,171.073,262.08,261.688,1.554,-0.658,0,0,0.733
2022-01-01 07:00:00,743.727,181.099,262.615,262.409,1.568,-0.665,0,0,0.733
2022-01-01 08:00:00,815.756,183.296,263.663,263.18,1.592,-0.813,0,0,0.733
2022-01-01 09:00:00,845.595,192.372,263.638,263.961,1.606,-1.307,0,0,0.733
2022-01-01 10:00:00,833.146,206.52,264.57,264.908,1.423,-1.424,0,0,0.733
2022-01-01 11:00:00,782.314,217.57,265.013,265.451,1.342,-1.576,0,0.001,0.733
2022-01-01 12:00:00,680.724,236.462,265.392,265.403,1.293,-1.812,0,0.01,0.733
2022-01-01 13:00:00,544.149,246.012,265.448,265.263,1.219,-1.261,0,0.038,0.733
2022-01-01 14:00:00,453.435,249.609,266.155,265.118,1.128,-0.721,0,0.081,0.733
2022-01-01 15:00:00,330.896,254.016,265.926,264.552,1.123,-0.322,0,0.151,0.733
2022-01-01 16:00:00,249.913,254.043,265.784,264.115,1.303,-0.174,0,0.204,0.733
2022-01-01 17:00:00,176.54,254.989,265.493,263.618,1.508,0.154,0,0.213,0.733
2022-01-01 18:00:00,114.902,254.326,264.973,263.158,1.587,0.345,0,0.22,0.733
2022-01-01 19:00:00,71.535,256.813,264.921,262.935,1.607,0.492,0,0.261,0.733
2022-01-01 20:00:00,42.526,258.315,264.717,262.855,1.594,0.412,0,0.275,0.733
2022-01-01 21:00:00,27.585,257.763,264.669,262.771,1.575,0.508,0,0.288,0.733
2022-01-01 22:00:00,24.185,258.499,265.01,263.232,1.553,0.509,0,0.331,0.733
2022-01-01 23:00:00,27.924,262.044,264.99,263.468,1.401,0.806,0,0.365,0.733
2022-01-02 00:00:00,41.649,263.704,265.068,263.717,1.289,1.12,0,0.396,0.733
2022-01-02 01:00:00,66.09,265.165,265.13,264.098,1.309,1.491,0,0.423,0.733
2022-01-02 02:00:00,98.321,266.758,265.675,264.387,1.374,1.738,0,0.364,0.733
2022-01-02 03:00:00,144.418,266.856,266.018,264.911,1.376,1.661,0,0.262,0.733
2022-01-02 04:00:00,157.824,265.464,266.076,265.487,1.323,1.45,0,0.203,0.733
2022-01-02 05:00:00,291.514,271.098,267.202,266.418,1.257,1.227,0,0.158,0.733
2022-01-02 06:00:00,374.301,266.442,267.596,267.269,1.148,1.058,0,0.109,0.733
2022-01-02 07:00:00,431.149,274.294,268.134,267.658,0.999,0.794,0,0.108,0.733
2022-01-02 08:00:00,429.938,275.215,267.979,267.773,0.869,0.705,0,0.107,0.733
2022-01-02 09:00:00,442.765,274.633,268.576,268.697,0.75,0.489,0,0.111,0.733
2022-01-02 10:00:00,471.272,277.147,268.947,268.565,0.765,1.177,0,0.158,0.733
2022-01-02 11:00:00,461.421,278.932,268.741,268.331,0.702,1.146,0,0.212,0.733
2022-01-02 12:00:00,412.946,278.449,268.711,268.235,0.575,1.2,0,0.306,0.733
2022-01-02 13:00:00,340.139,279.826,268.741,267.979,0.719,1.598,0,0.479,0.733
2022-01-02 14:00:00,294.163,280.27,268.87,267.563,0.951,2.515,0,0.622,0.733
2022-01-02 15:00:00,222.242,279.979,268.696,267.375,1.044,2.891,0,0.799,0.733
2022-01-02 16:00:00,152.55,280.675,268.442,267.147,1.089,3.21,0,0.945,0.733
2022-01-02 17:00:00,110.461,280.489,268.398,266.85,1.027,3.285,0,0.943,0.733
2022-01-02 18:00:00,56.859,281.679,268.109,266.448,0.93,3.083,0,0.937,0.733
2022-01-02 19:00:00,53.487,280.697,267.928,266.103,0.815,2.769,0,0.867,0.733
2022-01-02 20:00:00,31.687,280.274,267.191,266.023,0.892,3.091,0,0.777,0.733
2022-01-02 21:00:00,11.341,280.333,267.223,266.06,1.015,3.462,0,0.697,0.733
2022-01-02 22:00:00,16.574,279.82,267.151,266.415,1.065,3.259,0,0.676,0.733
2022-01-02 23:00:00,22.771,279.192,267.171,266.454,1.031,3.186,0,0.721,0.733
2022-01-03 00:00:00,35.397,280.467,267.211,266.6,1.001,3.262,0,0.761,0.733
2022-01-03 01:00:00,54.719,280.999,267.28,266.872,1.002,3.49,0,0.682,0.733
2022-01-03 02:00:00,91.49,281.143,267.647,267.204,0.958,3.494,0,0.564,0.733
2022-01-03 03:00:00,129.326,280.369,267.643,267.612,0.94,3.497,0,0.474,0.733
2022-01-03 04:00:00,170.91,281.079,267.734,267.82,0.942,3.498,0,0.448,0.733
2022-01-03 05:00:00,199.88,282.804,267.863,268.496,0.94,3.419,0,0.448,0.733
2022-01-03 06:00:00,297.721,280.424,268.185,268.929,0.969,3.275,0,0.446,0.733
2022-01-03 07:00:00,345.467,284.866,268.675,268.833,0.933,2.976,0,0.45,0.733
2022-01-03 08:00:00,353.841,286.052,269.154,269.378,0.893,2.734,0,0.414,0.733
2022-01-03 09:00:00,458.791,286.447,269.372,269.649,0.865,2.875,0,0.32,0.733
2022-01-03 10:00:00,495.477,282.351,269.568,269.188,0.85,3.345,0,0.291,0.733
2022-01-03 11:00:00,512.171,285.176,269.757,269.382,0.735,3.004,0,0.352,0.733
2022-01-03 12:00:00,463.669,285.503,269.764,269.641,0.595,2.549,0,0.382,0.733
2022-01-03 13:00:00,454.058,282.73,269.798,269.683,0.564,2.418,0,0.252,0.733
2022-01-03 14:00:00,436.421,281.769,269.76,269.461,0.541,2.256,0,0.148,0.733
2022-01-03 15:00:00,355.278,280.026,269.907,269.206,0.57,2.411,0,0.092,0.733
2022-01-03 16:00:00,263.677,272.231,269.778,269.118,0.656,2.747,0,0.068,0.733
2022-01-03 17:00:00,203.152,266.294,269.398,268.622,0.792,3.15,0,0.069,0.733
2022-01-03 18:00:00,134.276,265.632,268.984,267.622,0.914,3.325,0,0.089,0.733
2022-01-03 19:00:00,78.097,269.523,269.075,267.472,0.96,3.297,0,0.09,0.733
2022-01-03 20:00:00,45.9,275.488,269.085,267.299,1.008,3.362,0,0.127,0.733
2022-01-03 21:00:00,27.961,272.222,269.113,267.375,1.043,3.617,0,0.15,0.733
2022-01-03 22:00:00,22.182,273.431,269.086,267.59,1.011,3.345,0,0.16,0.733
2022-01-03 23:00:00,28.313,276.072,269.676,267.518,1.015,3.703,0,0.174,0.733
2022-01-04 00:00:00,46.742,280.362,269.119,267.756,0.984,3.735,0,0.229,0.733
2022-01-04 01:00:00,67.644,282.165,269.013,268.213,0.943,3.849,0,0.324,0.733
2022-01-04 02:00:00,99.539,282.486,268.886,268.353,0.932,3.975,0,0.492,0.733
2022-01-04 03:00:00,148.096,285.069,268.828,268.648,0.926,4.008,0,0.611,0.733
2022-01-04 04:00:00,189.555,283.752,268.58,268.803,0.923,3.999,0,0.613,0.733
2022-01-04 05:00:00,254.122,283.139,268.427,269.05,0.939,4.035,0,0.588,0.733
2022-01-04 06:00:00,335.18,282.8,268.183,269.182,0.952,3.902,0,0.555,0.733
2022-01-04 07:00:00,381.103,281.118,267.938,269.338,0.891,3.489,0,0.542,0.733
2022-01-04 08:00:00,393.335,279.838,267.925,269.15,0.772,2.927,0,0.452,0.733
2022-01-04 09:00:00,551.778,277.472,267.885,269.557,0.669,2.433,0,0.323,0.733
2022-01-04 10:00:00,616.825,276.537,267.885,269.504,0.724,2.258,0,0.248,0.733
2022-01-04 11:00:00,613.311,271.955,267.913,269.594,0.716,2.08,0,0.218,0.733
2022-01-04 12:00:00,545.525,270.141,268.037,268.755,0.589,1.572,0,0.221,0.733
2022-01-04 13:00:00,476.66,273.717,268.086,269.282,0.459,1.189,0,0.224,0.733
