time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO
2022-01-01 00:00:00,53.084,220.326,260.288,259.017,0.986,1.986,0.000,0.043,0.756
2022-01-01 01:00:00,85.868,221.887,260.432,259.361,1.063,1.855,0.000,0.024,0.756
2022-01-01 02:00:00,146.583,211.219,260.277,259.173,1.169,1.537,0.000,0.006,0.756
2022-01-01 03:00:00,246.692,189.186,260.038,258.643,1.400,1.201,0.000,0.000,0.756
2022-01-01 04:00:00,340.383,177.925,259.778,258.585,1.624,0.870,0.000,0.000,0.756
2022-01-01 05:00:00,452.770,163.561,259.940,259.140,1.839,0.585,0.000,0.000,0.756
2022-01-01 06:00:00,537.809,163.391,260.310,259.905,1.863,0.353,0.000,0.000,0.756
2022-01-01 07:00:00,602.029,171.666,260.859,260.598,1.886,0.389,0.000,0.000,0.756
2022-01-01 08:00:00,659.156,173.854,261.913,261.390,1.910,0.296,0.000,0.000,0.756
2022-01-01 09:00:00,685.227,182.204,261.859,262.158,1.937,-0.207,0.000,0.000,0.756
2022-01-01 10:00:00,677.314,195.070,262.749,263.091,1.745,-0.417,0.000,0.000,0.756
2022-01-01 11:00:00,638.612,204.710,263.220,263.655,1.656,-0.615,0.000,0.000,0.756
2022-01-01 12:00:00,560.778,225.121,263.674,263.654,1.610,-0.985,0.000,0.007,0.756
2022-01-01 13:00:00,447.522,237.652,263.792,263.638,1.568,-0.559,0.000,0.030,0.756
2022-01-01 14:00:00,371.010,241.683,264.553,263.418,1.491,-0.078,0.000,0.067,0.756
2022-01-01 15:00:00,271.827,246.252,264.323,262.919,1.495,0.313,0.000,0.133,0.756
2022-01-01 16:00:00,204.979,246.536,264.195,262.489,1.659,0.551,0.000,0.187,0.756
2022-01-01 17:00:00,143.194,247.568,263.900,261.981,1.888,1.059,0.000,0.201,0.756
2022-01-01 18:00:00,93.846,247.290,263.381,261.536,1.978,1.309,0.000,0.207,0.756
2022-01-01 19:00:00,59.440,249.430,263.327,261.337,2.000,1.509,0.000,0.242,0.756
2022-01-01 20:00:00,35.080,250.882,263.117,261.254,1.988,1.418,0.000,0.260,0.756
2022-01-01 21:00:00,23.025,250.050,263.072,261.183,1.974,1.575,0.000,0.271,0.756
2022-01-01 22:00:00,20.408,251.108,263.451,261.646,1.958,1.537,0.000,0.317,0.756
2022-01-01 23:00:00,23.740,254.522,263.452,261.929,1.789,1.868,0.000,0.360,0.756
2022-01-02 00:00:00,35.011,256.478,263.573,262.219,1.628,2.180,0.000,0.384,0.756
2022-01-02 01:00:00,55.330,258.220,263.658,262.595,1.619,2.639,0.000,0.416,0.756
2022-01-02 02:00:00,81.613,259.599,264.188,262.925,1.684,3.072,0.000,0.381,0.756
2022-01-02 03:00:00,122.726,259.984,264.547,263.492,1.706,3.123,0.000,0.285,0.756
2022-01-02 04:00:00,131.551,259.405,264.631,264.057,1.656,2.890,0.000,0.218,0.756
2022-01-02 05:00:00,243.649,264.197,265.768,264.956,1.595,2.740,0.000,0.169,0.756
2022-01-02 06:00:00,293.230,259.755,266.135,265.741,1.483,2.528,0.000,0.118,0.756
2022-01-02 07:00:00,352.865,267.378,266.768,266.272,1.313,2.137,0.000,0.109,0.756
2022-01-02 08:00:00,352.466,267.604,266.681,266.358,1.160,1.841,0.000,0.101,0.756
2022-01-02 09:00:00,369.556,267.745,267.387,267.378,1.032,1.562,0.000,0.114,0.756
2022-01-02 10:00:00,375.892,270.722,267.758,267.229,1.063,2.588,0.000,0.171,0.756
2022-01-02 11:00:00,374.714,272.255,267.544,266.963,0.963,2.426,0.000,0.224,0.756
2022-01-02 12:00:00,331.346,271.915,267.472,266.861,0.792,2.292,0.000,0.309,0.756
2022-01-02 13:00:00,275.634,273.211,267.465,266.587,0.817,2.472,0.000,0.485,0.756
2022-01-02 14:00:00,235.567,273.383,267.539,266.158,1.088,3.812,0.000,0.630,0.756
2022-01-02 15:00:00,179.536,272.920,267.372,265.984,1.242,4.520,0.000,0.786,0.756
2022-01-02 16:00:00,124.786,273.745,267.142,265.771,1.335,5.099,0.000,0.933,0.756
2022-01-02 17:00:00,89.958,273.811,267.103,265.542,1.299,5.271,0.000,0.945,0.756
2022-01-02 18:00:00,46.592,275.071,266.840,265.181,1.179,4.892,0.000,0.931,0.756
2022-01-02 19:00:00,42.828,274.109,266.668,264.816,0.991,4.181,0.000,0.861,0.756
2022-01-02 20:00:00,25.849,273.513,265.902,264.654,1.016,4.327,0.000,0.793,0.756
2022-01-02 21:00:00,9.400,273.445,265.879,264.679,1.158,4.882,0.000,0.699,0.756
2022-01-02 22:00:00,13.982,272.837,265.753,264.994,1.244,4.819,0.000,0.656,0.756
2022-01-02 23:00:00,18.860,272.037,265.793,265.076,1.232,4.779,0.000,0.686,0.756
2022-01-03 00:00:00,29.787,273.301,265.857,265.230,1.208,4.884,0.000,0.729,0.756
2022-01-03 01:00:00,46.704,273.819,265.931,265.496,1.216,5.192,0.000,0.656,0.756
2022-01-03 02:00:00,76.567,273.950,266.294,265.839,1.171,5.216,0.000,0.546,0.756
2022-01-03 03:00:00,109.366,273.035,266.286,266.264,1.141,5.177,0.000,0.460,0.756
2022-01-03 04:00:00,144.391,273.813,266.372,266.484,1.129,5.138,0.000,0.436,0.756
2022-01-03 05:00:00,170.003,275.593,266.542,267.208,1.180,5.233,0.000,0.445,0.756
2022-01-03 06:00:00,253.463,273.143,266.892,267.644,1.205,4.862,0.000,0.444,0.756
2022-01-03 07:00:00,286.611,277.525,267.402,267.728,1.160,4.675,0.000,0.454,0.756
2022-01-03 08:00:00,293.088,278.694,267.876,268.204,1.107,4.381,0.000,0.440,0.756
2022-01-03 09:00:00,378.300,279.019,268.200,268.491,1.061,4.428,0.000,0.341,0.756
2022-01-03 10:00:00,398.461,275.982,268.406,268.232,1.001,4.836,0.000,0.288,0.756
2022-01-03 11:00:00,409.913,278.181,268.620,268.338,0.917,4.516,0.000,0.324,0.756
2022-01-03 12:00:00,375.145,278.383,268.597,268.600,0.742,3.837,0.000,0.383,0.756
2022-01-03 13:00:00,355.737,275.809,268.532,268.655,0.649,3.425,0.000,0.297,0.756
2022-01-03 14:00:00,345.779,276.309,268.506,268.427,0.581,2.950,0.000,0.183,0.756
2022-01-03 15:00:00,283.281,274.383,268.690,268.113,0.591,3.103,0.000,0.112,0.756
2022-01-03 16:00:00,209.928,266.699,268.457,267.887,0.700,3.648,0.000,0.077,0.756
2022-01-03 17:00:00,162.866,260.071,268.092,267.274,0.915,4.533,0.000,0.073,0.756
2022-01-03 18:00:00,107.552,258.994,267.684,266.299,1.096,4.982,0.000,0.093,0.756
2022-01-03 19:00:00,63.447,263.492,267.795,266.196,1.167,5.058,0.000,0.096,0.756
2022-01-03 20:00:00,37.144,268.569,267.812,266.040,1.230,5.212,0.000,0.134,0.756
2022-01-03 21:00:00,23.004,265.724,267.939,266.131,1.286,5.572,0.000,0.158,0.756
2022-01-03 22:00:00,18.443,265.835,267.903,266.314,1.285,5.325,0.000,0.165,0.756
2022-01-03 23:00:00,23.631,268.556,268.545,266.240,1.270,5.640,0.000,0.175,0.756
2022-01-04 00:00:00,38.658,272.970,267.965,266.451,1.209,5.464,0.000,0.223,0.756
2022-01-04 01:00:00,56.512,276.075,267.925,266.929,1.143,5.509,0.000,0.310,0.756
2022-01-04 02:00:00,82.495,276.030,267.822,267.131,1.118,5.638,0.000,0.485,0.756
2022-01-04 03:00:00,120.825,278.390,267.825,267.453,1.097,5.669,0.000,0.606,0.756
2022-01-04 04:00:00,155.371,277.531,267.651,267.675,1.095,5.740,0.000,0.605,0.756
2022-01-04 05:00:00,207.916,276.934,267.560,268.004,1.091,5.785,0.000,0.576,0.756
2022-01-04 06:00:00,274.509,276.714,267.343,268.138,1.104,5.744,0.000,0.549,0.756
2022-01-04 07:00:00,312.386,274.916,267.077,268.297,1.063,5.345,0.000,0.566,0.756
2022-01-04 08:00:00,310.838,273.819,266.991,268.112,0.964,4.772,0.000,0.500,0.756
2022-01-04 09:00:00,444.608,271.240,266.867,268.488,0.864,4.148,0.000,0.387,0.756
2022-01-04 10:00:00,493.537,270.471,266.715,268.191,0.884,3.792,0.000,0.299,0.756
2022-01-04 11:00:00,486.194,266.273,266.688,268.315,0.888,3.631,0.000,0.253,0.756
2022-01-04 12:00:00,439.836,264.206,266.785,267.414,0.762,2.930,0.000,0.259,0.756
2022-01-04 13:00:00,386.475,267.447,266.818,268.100,0.585,2.202,0.000,0.261,0.756
2022-01-04 14:00:00,303.743,268.924,266.945,267.480,0.499,1.730,0.000,0.249,0.756
2022-01-04 15:00:00,251.628,267.703,266.954,267.902,0.480,1.633,0.000,0.206,0.756
2022-01-04 16:00:00,158.287,267.507,266.937,266.963,0.386,1.333,0.000,0.173,0.756
2022-01-04 17:00:00,135.783,265.039,267.012,266.440,0.394,1.419,0.000,0.171,0.756
2022-01-04 18:00:00,88.024,264.106,266.772,265.972,0.492,2.059,0.000,0.166,0.756
2022-01-04 19:00:00,62.269,254.497,266.453,265.318,0.596,2.525,0.000,0.089,0.756
2022-01-04 20:00:00,36.771,262.363,266.271,265.077,0.686,2.950,0.000,0.111,0.756
2022-01-04 21:00:00,21.164,256.247,266.260,265.400,0.703,3.142,0.000,0.137,0.756
2022-01-04 22:00:00,18.651,267.472,266.202,265.731,0.950,3.928,0.000,0.160,0.756
2022-01-04 23:00:00,22.554,266.725,266.361,265.757,1.003,4.103,0.000,0.200,0.756
2022-01-05 00:00:00,37.271,266.809,266.555,266.049,1.179,5.174,0.000,0.276,0.756
2022-01-05 01:00:00,57.966,268.401,266.766,266.117,1.380,6.112,0.000,0.360,0.756
2022-01-05 02:00:00,92.234,270.467,266.673,266.099,1.550,6.250,0.000,0.381,0.756
2022-01-05 03:00:00,108.491,269.799,266.095,266.130,1.653,6.079,0.000,0.338,0.756
2022-01-05 04:00:00,179.454,268.093,266.433,266.273,1.655,5.509,0.000,0.297,0.756
2022-01-05 05:00:00,232.318,262.491,266.173,266.299,1.506,4.344,0.000,0.247,0.756
2022-01-05 06:00:00,282.502,261.033,266.692,266.867,1.447,4.127,0.000,0.200,0.756
